,genes,proteins
199,ENSG00000274726,"['ENSP00000477521', 'ENSP00000477988', 'ENSP00000481974', 'ENSP00000488343', 'ENSP00000488344', 'ENSP00000488463']"
200,ENSG00000176956,"['ENSP00000342711', 'ENSP00000399485', 'ENSP00000409899', 'ENSP00000480084']"
201,ENSG00000164329,"['ENSP00000296783', 'ENSP00000393412', 'ENSP00000396861', 'ENSP00000397563', 'ENSP00000421966']"
202,ENSG00000196468,ENSP00000399324
203,ENSG00000070882,"['ENSP00000315410', 'ENSP00000379706', 'ENSP00000379708', 'ENSP00000386325', 'ENSP00000386429', 'ENSP00000386801', 'ENSP00000386953', 'ENSP00000386990', 'ENSP00000403374', 'ENSP00000407829', 'ENSP00000411249']"
204,ENSG00000226225,ENSP00000403175
205,ENSG00000136197,"['ENSP00000343364', 'ENSP00000396597', 'ENSP00000413029', 'ENSP00000413106', 'ENSP00000416542']"
206,ENSG00000166068,"['ENSP00000299084', 'ENSP00000453680']"
207,ENSG00000178752,"['ENSP00000343261', 'ENSP00000349855', 'ENSP00000442304']"
208,ENSG00000273622,"['ENSP00000483465', 'ENSP00000484985']"
209,ENSG00000198420,"['ENSP00000348220', 'ENSP00000417600', 'ENSP00000418432', 'ENSP00000419235', 'ENSP00000419622', 'ENSP00000420607']"
210,ENSG00000150764,"['ENSP00000394352', 'ENSP00000434130', 'ENSP00000479434', 'ENSP00000480808']"
211,ENSG00000103355,"['ENSP00000293851', 'ENSP00000458369', 'ENSP00000459051', 'ENSP00000460368', 'ENSP00000507560']"
212,ENSG00000114388,"['ENSP00000232501', 'ENSP00000388019', 'ENSP00000388358', 'ENSP00000389429', 'ENSP00000396172', 'ENSP00000412779', 'ENSP00000415045', 'ENSP00000499627']"
213,ENSG00000169495,ENSP00000305919
214,ENSG00000155085,"['ENSP00000285397', 'ENSP00000347431', 'ENSP00000357944', 'ENSP00000407510', 'ENSP00000410186', 'ENSP00000418670', 'ENSP00000418771', 'ENSP00000419758', 'ENSP00000431394', 'ENSP00000436325', 'ENSP00000475585']"
215,ENSG00000104967,"['ENSP00000263257', 'ENSP00000471736', 'ENSP00000501708']"
216,ENSG00000172201,ENSP00000367972
217,ENSG00000124641,"['ENSP00000265350', 'ENSP00000377795', 'ENSP00000386668', 'ENSP00000386816', 'ENSP00000403061']"
218,ENSG00000166275,"['ENSP00000342331', 'ENSP00000358899']"
219,ENSG00000178201,ENSP00000322339
220,ENSG00000189129,"['ENSP00000361337', 'ENSP00000361341', 'ENSP00000361344']"
221,ENSG00000284631,ENSP00000492906
222,ENSG00000134153,"['ENSP00000256545', 'ENSP00000434292', 'ENSP00000434496']"
223,ENSG00000133731,"['ENSP00000256108', 'ENSP00000311803', 'ENSP00000408526', 'ENSP00000428425', 'ENSP00000428594', 'ENSP00000428812', 'ENSP00000429322', 'ENSP00000429516', 'ENSP00000429735', 'ENSP00000430081', 'ENSP00000430283']"
224,ENSG00000125871,"['ENSP00000366933', 'ENSP00000366938', 'ENSP00000366939']"
225,ENSG00000099800,"['ENSP00000215570', 'ENSP00000464881']"
226,ENSG00000171262,"['ENSP00000380734', 'ENSP00000453166', 'ENSP00000453926']"
227,ENSG00000111913,"['ENSP00000259698', 'ENSP00000367262', 'ENSP00000438425', 'ENSP00000441138', 'ENSP00000441305', 'ENSP00000482957', 'ENSP00000493881', 'ENSP00000493948', 'ENSP00000494150', 'ENSP00000494268', 'ENSP00000494904', 'ENSP00000495245', 'ENSP00000495879', 'ENSP00000495914']"
228,ENSG00000152705,ENSP00000282611
229,ENSG00000122406,"['ENSP00000359338', 'ENSP00000359345', 'ENSP00000473675', 'ENSP00000493811', 'ENSP00000495589']"
230,ENSG00000168795,ENSP00000307604
231,ENSG00000136146,"['ENSP00000258648', 'ENSP00000367849', 'ENSP00000413595', 'ENSP00000483651']"
232,ENSG00000076248,"['ENSP00000242576', 'ENSP00000337398', 'ENSP00000400287', 'ENSP00000440784', 'ENSP00000514433', 'ENSP00000514434', 'ENSP00000514435', 'ENSP00000514436', 'ENSP00000514437', 'ENSP00000514438', 'ENSP00000514439', 'ENSP00000514440', 'ENSP00000514441']"
233,ENSG00000176105,"['ENSP00000324740', 'ENSP00000462468', 'ENSP00000464380']"
234,ENSG00000156853,ENSP00000287461
235,ENSG00000109881,"['ENSP00000321563', 'ENSP00000330240']"
236,ENSG00000122783,"['ENSP00000376823', 'ENSP00000389941', 'ENSP00000400024', 'ENSP00000473365', 'ENSP00000480430', 'ENSP00000481014']"
237,ENSG00000198482,"['ENSP00000352846', 'ENSP00000417727', 'ENSP00000418528', 'ENSP00000418696', 'ENSP00000419291', 'ENSP00000420522']"
238,ENSG00000167034,"['ENSP00000370253', 'ENSP00000429729']"
239,ENSG00000126259,"['ENSP00000262625', 'ENSP00000345067', 'ENSP00000353331', 'ENSP00000465305', 'ENSP00000466460']"
240,ENSG00000068024,"['ENSP00000264606', 'ENSP00000391226', 'ENSP00000392912', 'ENSP00000405226', 'ENSP00000410551', 'ENSP00000440481']"
241,ENSG00000187546,"['ENSP00000341662', 'ENSP00000385742', 'ENSP00000394412']"
242,ENSG00000175984,"['ENSP00000376955', 'ENSP00000376957', 'ENSP00000376958']"
243,ENSG00000118260,"['ENSP00000236995', 'ENSP00000387699', 'ENSP00000391125', 'ENSP00000392428', 'ENSP00000401803', 'ENSP00000403678', 'ENSP00000404890', 'ENSP00000405539', 'ENSP00000405711', 'ENSP00000407227', 'ENSP00000412016']"
244,ENSG00000139508,"['ENSP00000266943', 'ENSP00000370192']"
245,ENSG00000143727,"['ENSP00000272065', 'ENSP00000272067', 'ENSP00000384184', 'ENSP00000384307', 'ENSP00000385404', 'ENSP00000389681', 'ENSP00000408596', 'ENSP00000410331', 'ENSP00000411121']"
246,ENSG00000109943,"['ENSP00000227348', 'ENSP00000433728']"
247,ENSG00000282577,ENSP00000488241
248,ENSG00000211725,ENSP00000374895
249,ENSG00000169509,ENSP00000357779
250,ENSG00000091128,"['ENSP00000205386', 'ENSP00000373433', 'ENSP00000402353', 'ENSP00000416562']"
251,ENSG00000095587,ENSP00000350630
252,ENSG00000068489,"['ENSP00000262293', 'ENSP00000463292', 'ENSP00000463733', 'ENSP00000463871', 'ENSP00000464048', 'ENSP00000464171', 'ENSP00000464392', 'ENSP00000481852']"
253,ENSG00000162139,"['ENSP00000294064', 'ENSP00000432097', 'ENSP00000434474', 'ENSP00000434754', 'ENSP00000434907', 'ENSP00000436118', 'ENSP00000436540']"
254,ENSG00000125652,"['ENSP00000245812', 'ENSP00000470542', 'ENSP00000470562']"
255,ENSG00000011295,"['ENSP00000261647', 'ENSP00000465082', 'ENSP00000465627', 'ENSP00000465754', 'ENSP00000466261', 'ENSP00000468372']"
256,ENSG00000117154,ENSP00000251296
257,ENSG00000108474,"['ENSP00000225609', 'ENSP00000379185', 'ENSP00000462432', 'ENSP00000463540', 'ENSP00000463754', 'ENSP00000464424', 'ENSP00000470064', 'ENSP00000485657']"
258,ENSG00000281345,ENSP00000486583
259,ENSG00000211656,ENSP00000374837
260,ENSG00000147432,"['ENSP00000289957', 'ENSP00000433913']"
261,ENSG00000127946,"['ENSP00000336747', 'ENSP00000410300', 'ENSP00000414280', 'ENSP00000484528']"
262,ENSG00000180543,ENSP00000322802
263,ENSG00000257108,"['ENSP00000410858', 'ENSP00000442223']"
264,ENSG00000140350,"['ENSP00000386496', 'ENSP00000417864', 'ENSP00000453838']"
265,ENSG00000103126,"['ENSP00000262320', 'ENSP00000346935', 'ENSP00000416835']"
266,ENSG00000170484,"['ENSP00000307240', 'ENSP00000447447']"
267,ENSG00000262911,"['ENSP00000461084', 'ENSP00000461665', 'ENSP00000461737', 'ENSP00000483670']"
268,ENSG00000198728,"['ENSP00000354616', 'ENSP00000392466', 'ENSP00000501277']"
269,ENSG00000169282,"['ENSP00000305858', 'ENSP00000374285', 'ENSP00000374287', 'ENSP00000418048', 'ENSP00000418956', 'ENSP00000419952', 'ENSP00000420221', 'ENSP00000420755', 'ENSP00000484368']"
270,ENSG00000101928,"['ENSP00000359813', 'ENSP00000359815', 'ENSP00000359819']"
271,ENSG00000167910,ENSP00000301645
272,ENSG00000110066,"['ENSP00000305899', 'ENSP00000313027', 'ENSP00000384724', 'ENSP00000385005', 'ENSP00000385640', 'ENSP00000385965', 'ENSP00000387685', 'ENSP00000402921', 'ENSP00000403233', 'ENSP00000406377', 'ENSP00000411146', 'ENSP00000484858', 'ENSP00000515027', 'ENSP00000515028', 'ENSP00000515029', 'ENSP00000515030', 'ENSP00000515031']"
273,ENSG00000141040,"['ENSP00000379168', 'ENSP00000379169', 'ENSP00000406051']"
274,ENSG00000136631,"['ENSP00000358124', 'ENSP00000400143', 'ENSP00000481356', 'ENSP00000494363', 'ENSP00000494741', 'ENSP00000494763', 'ENSP00000495148', 'ENSP00000495563', 'ENSP00000495981', 'ENSP00000496312', 'ENSP00000513772', 'ENSP00000513776', 'ENSP00000513777', 'ENSP00000513778', 'ENSP00000513779', 'ENSP00000513780', 'ENSP00000513807', 'ENSP00000513808', 'ENSP00000513809', 'ENSP00000513810', 'ENSP00000513811', 'ENSP00000513812', 'ENSP00000513813', 'ENSP00000513814', 'ENSP00000513815', 'ENSP00000513816', 'ENSP00000513817', 'ENSP00000513818', 'ENSP00000513819', 'ENSP00000513820', 'ENSP00000513821', 'ENSP00000513822', 'ENSP00000513823', 'ENSP00000513824', 'ENSP00000513825']"
275,ENSG00000198742,"['ENSP00000354621', 'ENSP00000355326']"
276,ENSG00000169393,"['ENSP00000340660', 'ENSP00000470551', 'ENSP00000470903', 'ENSP00000471690', 'ENSP00000472960']"
277,ENSG00000125900,"['ENSP00000371034', 'ENSP00000371036', 'ENSP00000410072']"
278,ENSG00000115839,"['ENSP00000264158', 'ENSP00000400761', 'ENSP00000411418', 'ENSP00000444306', 'ENSP00000508423', 'ENSP00000509030', 'ENSP00000509081', 'ENSP00000509324', 'ENSP00000509953', 'ENSP00000510319', 'ENSP00000510746']"
279,ENSG00000288427,"['ENSP00000500105', 'ENSP00000500213', 'ENSP00000500349', 'ENSP00000500510', 'ENSP00000500657', 'ENSP00000500680', 'ENSP00000500879', 'ENSP00000500913']"
280,ENSG00000105983,"['ENSP00000326604', 'ENSP00000392557', 'ENSP00000393928', 'ENSP00000395754', 'ENSP00000397698', 'ENSP00000403052', 'ENSP00000408256', 'ENSP00000413539', 'ENSP00000414795']"
281,ENSG00000072310,"['ENSP00000261646', 'ENSP00000348069', 'ENSP00000379106', 'ENSP00000411516', 'ENSP00000463474', 'ENSP00000464923', 'ENSP00000465747', 'ENSP00000466453', 'ENSP00000466643', 'ENSP00000474121']"
282,ENSG00000184730,ENSP00000457539
283,ENSG00000071246,"['ENSP00000167106', 'ENSP00000451613', 'ENSP00000451908']"
284,ENSG00000180532,ENSP00000321963
285,ENSG00000212710,"['ENSP00000375220', 'ENSP00000436900']"
286,ENSG00000137501,"['ENSP00000318803', 'ENSP00000352065', 'ENSP00000374608', 'ENSP00000374610', 'ENSP00000431701', 'ENSP00000431703', 'ENSP00000432116', 'ENSP00000432137', 'ENSP00000432144', 'ENSP00000432996', 'ENSP00000434010', 'ENSP00000434111', 'ENSP00000434621', 'ENSP00000435238', 'ENSP00000435855', 'ENSP00000436164', 'ENSP00000436678', 'ENSP00000437005', 'ENSP00000488994', 'ENSP00000489269', 'ENSP00000489554']"
287,ENSG00000223496,ENSP00000398597
288,ENSG00000112335,"['ENSP00000230085', 'ENSP00000296991', 'ENSP00000357975', 'ENSP00000401779']"
289,ENSG00000180938,ENSP00000319305
290,ENSG00000171459,"['ENSP00000304235', 'ENSP00000362788']"
291,ENSG00000185905,ENSP00000327506
292,ENSG00000138755,ENSP00000354901
293,ENSG00000108700,ENSP00000378118
294,ENSG00000185129,"['ENSP00000332706', 'ENSP00000498560', 'ENSP00000498760', 'ENSP00000499133']"
295,ENSG00000170927,"['ENSP00000341097', 'ENSP00000360158']"
296,ENSG00000134183,"['ENSP00000251337', 'ENSP00000482596', 'ENSP00000505083']"
297,ENSG00000156875,ENSP00000359171
298,ENSG00000266074,"['ENSP00000462154', 'ENSP00000502710']"
299,ENSG00000274577,"['ENSP00000484449', 'ENSP00000488248']"
300,ENSG00000158828,ENSP00000364204
301,ENSG00000273431,ENSP00000458551
302,ENSG00000046647,"['ENSP00000369894', 'ENSP00000369895', 'ENSP00000381398', 'ENSP00000505279', 'ENSP00000505429']"
303,ENSG00000079950,"['ENSP00000356914', 'ENSP00000356918']"
304,ENSG00000170345,"['ENSP00000306245', 'ENSP00000442268', 'ENSP00000450519', 'ENSP00000450886', 'ENSP00000451786', 'ENSP00000452386', 'ENSP00000452440', 'ENSP00000452443', 'ENSP00000452590']"
305,ENSG00000110799,"['ENSP00000261405', 'ENSP00000459134', 'ENSP00000461331']"
306,ENSG00000119900,"['ENSP00000359464', 'ENSP00000496790']"
307,ENSG00000173542,"['ENSP00000310189', 'ENSP00000379366', 'ENSP00000427216']"
308,ENSG00000185915,ENSP00000368813
309,ENSG00000166664,"['ENSP00000299847', 'ENSP00000380927', 'ENSP00000385389', 'ENSP00000455401']"
310,ENSG00000139800,ENSP00000267294
311,ENSG00000211694,ENSP00000374864
312,ENSG00000239457,"['ENSP00000394783', 'ENSP00000406128', 'ENSP00000431178', 'ENSP00000437213']"
313,ENSG00000134452,"['ENSP00000355415', 'ENSP00000369335', 'ENSP00000380439']"
314,ENSG00000169976,ENSP00000356541
315,ENSG00000127990,"['ENSP00000388734', 'ENSP00000391892', 'ENSP00000394061', 'ENSP00000397536', 'ENSP00000398344', 'ENSP00000398930', 'ENSP00000405313', 'ENSP00000431080', 'ENSP00000493509', 'ENSP00000493511', 'ENSP00000493603', 'ENSP00000493722', 'ENSP00000493751', 'ENSP00000493950', 'ENSP00000493981', 'ENSP00000493984', 'ENSP00000494041', 'ENSP00000494164', 'ENSP00000494192', 'ENSP00000494315', 'ENSP00000494350', 'ENSP00000494457', 'ENSP00000494488', 'ENSP00000494489', 'ENSP00000494490', 'ENSP00000494540', 'ENSP00000494556', 'ENSP00000494587', 'ENSP00000494615', 'ENSP00000494666', 'ENSP00000494688', 'ENSP00000494738', 'ENSP00000494898', 'ENSP00000494975', 'ENSP00000495044', 'ENSP00000495105', 'ENSP00000495114', 'ENSP00000495165', 'ENSP00000495199', 'ENSP00000495209', 'ENSP00000495236', 'ENSP00000495249', 'ENSP00000495270', 'ENSP00000495276', 'ENSP00000495311', 'ENSP00000495468', 'ENSP00000495480', 'ENSP00000495555', 'ENSP00000495591', 'ENSP00000495603', 'ENSP00000495656', 'ENSP00000495735', 'ENSP00000495838', 'ENSP00000495931', 'ENSP00000495994', 'ENSP00000496045', 'ENSP00000496172', 'ENSP00000496237', 'ENSP00000496268', 'ENSP00000496346', 'ENSP00000496391', 'ENSP00000496455', 'ENSP00000496461', 'ENSP00000496480', 'ENSP00000496559', 'ENSP00000496613', 'ENSP00000496678', 'ENSP00000497130']"
316,ENSG00000165995,"['ENSP00000282343', 'ENSP00000320025', 'ENSP00000344474', 'ENSP00000366532', 'ENSP00000366536', 'ENSP00000366545', 'ENSP00000366546', 'ENSP00000366548', 'ENSP00000379821', 'ENSP00000479756', 'ENSP00000480260', 'ENSP00000494209', 'ENSP00000495509', 'ENSP00000495854', 'ENSP00000496203', 'ENSP00000498352', 'ENSP00000498457', 'ENSP00000498460', 'ENSP00000498812', 'ENSP00000498938', 'ENSP00000499177']"
317,ENSG00000150991,"['ENSP00000344818', 'ENSP00000437452', 'ENSP00000438289', 'ENSP00000439492', 'ENSP00000440205', 'ENSP00000441238', 'ENSP00000441543', 'ENSP00000441556', 'ENSP00000442800', 'ENSP00000443053', 'ENSP00000445337']"
318,ENSG00000126860,"['ENSP00000247270', 'ENSP00000418064', 'ENSP00000420557']"
319,ENSG00000229637,"['ENSP00000481367', 'ENSP00000484945']"
320,ENSG00000185155,"['ENSP00000355775', 'ENSP00000442439']"
321,ENSG00000169432,"['ENSP00000304748', 'ENSP00000386306', 'ENSP00000393141', 'ENSP00000413212', 'ENSP00000494071', 'ENSP00000495601', 'ENSP00000495983', 'ENSP00000496086', 'ENSP00000499341', 'ENSP00000499663']"
322,ENSG00000129991,"['ENSP00000341838', 'ENSP00000465258', 'ENSP00000466729', 'ENSP00000499482']"
323,ENSG00000196860,"['ENSP00000354204', 'ENSP00000451683']"
324,ENSG00000246705,"['ENSP00000373730', 'ENSP00000438553', 'ENSP00000440902']"
325,ENSG00000106100,"['ENSP00000222823', 'ENSP00000395551', 'ENSP00000396046', 'ENSP00000399505', 'ENSP00000410917', 'ENSP00000416946']"
326,ENSG00000181744,"['ENSP00000320081', 'ENSP00000390796', 'ENSP00000417382', 'ENSP00000419947']"
327,ENSG00000187959,"['ENSP00000343900', 'ENSP00000380788']"
328,ENSG00000105649,"['ENSP00000222256', 'ENSP00000472335', 'ENSP00000474603']"
329,ENSG00000283740,ENSP00000491846
330,ENSG00000189377,"['ENSP00000345317', 'ENSP00000472467']"
331,ENSG00000137267,ENSP00000369703
332,ENSG00000163154,ENSP00000357906
333,ENSG00000271383,"['ENSP00000358229', 'ENSP00000480326', 'ENSP00000484655', 'ENSP00000484787', 'ENSP00000498781']"
334,ENSG00000275338,"['ENSP00000482156', 'ENSP00000484620', 'ENSP00000488023', 'ENSP00000488133', 'ENSP00000488615', 'ENSP00000488688']"
335,ENSG00000183032,"['ENSP00000329452', 'ENSP00000451873']"
336,ENSG00000063587,"['ENSP00000359269', 'ENSP00000359271', 'ENSP00000496975']"
337,ENSG00000186710,"['ENSP00000333915', 'ENSP00000447276']"
338,ENSG00000122642,"['ENSP00000242209', 'ENSP00000391034', 'ENSP00000439250', 'ENSP00000441317']"
339,ENSG00000135316,"['ENSP00000347380', 'ENSP00000358635', 'ENSP00000397782', 'ENSP00000484577', 'ENSP00000502879', 'ENSP00000502885', 'ENSP00000502974', 'ENSP00000503183', 'ENSP00000503246', 'ENSP00000503268', 'ENSP00000503778', 'ENSP00000503783', 'ENSP00000504086', 'ENSP00000504120', 'ENSP00000504133', 'ENSP00000504277', 'ENSP00000504657', 'ENSP00000504706', 'ENSP00000504718', 'ENSP00000504816']"
340,ENSG00000196151,"['ENSP00000350866', 'ENSP00000352820', 'ENSP00000376545', 'ENSP00000386891', 'ENSP00000387078']"
341,ENSG00000007541,"['ENSP00000026218', 'ENSP00000293874', 'ENSP00000326674', 'ENSP00000386760', 'ENSP00000387820', 'ENSP00000409341', 'ENSP00000410434', 'ENSP00000413753', 'ENSP00000439374', 'ENSP00000439650', 'ENSP00000489216', 'ENSP00000490087', 'ENSP00000490267', 'ENSP00000490498', 'ENSP00000490672', 'ENSP00000490695']"
342,ENSG00000149357,"['ENSP00000278671', 'ENSP00000438717', 'ENSP00000439011', 'ENSP00000439482', 'ENSP00000440738', 'ENSP00000445170']"
343,ENSG00000022840,"['ENSP00000322242', 'ENSP00000415682', 'ENSP00000437392', 'ENSP00000438638', 'ENSP00000439221', 'ENSP00000439510', 'ENSP00000439859', 'ENSP00000441487', 'ENSP00000443000', 'ENSP00000443235', 'ENSP00000443790', 'ENSP00000444770', 'ENSP00000445160']"
344,ENSG00000274273,ENSP00000482146
345,ENSG00000184986,"['ENSP00000376304', 'ENSP00000407456']"
346,ENSG00000124802,"['ENSP00000369038', 'ENSP00000414363', 'ENSP00000424222', 'ENSP00000425577', 'ENSP00000427143', 'ENSP00000427572']"
347,ENSG00000100445,"['ENSP00000382327', 'ENSP00000446077', 'ENSP00000450915', 'ENSP00000450946', 'ENSP00000451275', 'ENSP00000451593', 'ENSP00000451903', 'ENSP00000452076', 'ENSP00000452438', 'ENSP00000452499']"
348,ENSG00000158552,"['ENSP00000289528', 'ENSP00000386370', 'ENSP00000386399', 'ENSP00000386824', 'ENSP00000386847', 'ENSP00000386898', 'ENSP00000387179', 'ENSP00000387312', 'ENSP00000388773', 'ENSP00000400760', 'ENSP00000409931', 'ENSP00000411334', 'ENSP00000416138', 'ENSP00000483320']"
349,ENSG00000158623,"['ENSP00000331218', 'ENSP00000402346']"
350,ENSG00000112218,ENSP00000229955
351,ENSG00000085563,"['ENSP00000265724', 'ENSP00000399419', 'ENSP00000444095', 'ENSP00000478255']"
352,ENSG00000128310,ENSP00000249041
353,ENSG00000184939,"['ENSP00000381304', 'ENSP00000454391', 'ENSP00000454418', 'ENSP00000457129', 'ENSP00000458051', 'ENSP00000458276', 'ENSP00000458323', 'ENSP00000458410', 'ENSP00000458920', 'ENSP00000459846', 'ENSP00000459944', 'ENSP00000460547', 'ENSP00000460560', 'ENSP00000460982', 'ENSP00000463193', 'ENSP00000480309']"
354,ENSG00000165202,ENSP00000297913
355,ENSG00000279263,ENSP00000485287
356,ENSG00000127743,ENSP00000261796
357,ENSG00000172426,"['ENSP00000361236', 'ENSP00000361238']"
358,ENSG00000180875,ENSP00000318650
359,ENSG00000065882,"['ENSP00000261439', 'ENSP00000383994', 'ENSP00000396877', 'ENSP00000397640', 'ENSP00000410167', 'ENSP00000421641', 'ENSP00000423651', 'ENSP00000425655', 'ENSP00000513987']"
360,ENSG00000282182,"['ENSP00000487928', 'ENSP00000488763']"
361,ENSG00000273962,ENSP00000480029
362,ENSG00000234465,"['ENSP00000456310', 'ENSP00000457369', 'ENSP00000457623', 'ENSP00000469886', 'ENSP00000479240']"
363,ENSG00000112337,"['ENSP00000265425', 'ENSP00000353677', 'ENSP00000367081']"
364,ENSG00000152952,"['ENSP00000282903', 'ENSP00000353170', 'ENSP00000419354', 'ENSP00000419880', 'ENSP00000419963', 'ENSP00000420094', 'ENSP00000515350', 'ENSP00000515351', 'ENSP00000515352', 'ENSP00000515353', 'ENSP00000515354', 'ENSP00000515355', 'ENSP00000515356', 'ENSP00000516472', 'ENSP00000516475', 'ENSP00000516476']"
365,ENSG00000221886,"['ENSP00000386184', 'ENSP00000428831']"
366,ENSG00000075407,"['ENSP00000329141', 'ENSP00000354377', 'ENSP00000490669', 'ENSP00000508865']"
367,ENSG00000283391,"['ENSP00000489993', 'ENSP00000490022', 'ENSP00000490192', 'ENSP00000490214', 'ENSP00000490326', 'ENSP00000490503', 'ENSP00000490885', 'ENSP00000490893']"
368,ENSG00000141425,"['ENSP00000349955', 'ENSP00000381984', 'ENSP00000465444', 'ENSP00000467268', 'ENSP00000467949', 'ENSP00000467991', 'ENSP00000468108', 'ENSP00000468173', 'ENSP00000468209']"
369,ENSG00000211815,ENSP00000450804
370,ENSG00000176290,ENSP00000493291
371,ENSG00000179938,ENSP00000456401
372,ENSG00000112234,"['ENSP00000229971', 'ENSP00000358247']"
373,ENSG00000149639,"['ENSP00000237536', 'ENSP00000279034', 'ENSP00000433939']"
374,ENSG00000166924,"['ENSP00000300179', 'ENSP00000394424']"
375,ENSG00000179023,ENSP00000383505
376,ENSG00000165066,"['ENSP00000428361', 'ENSP00000429553']"
377,ENSG00000161905,"['ENSP00000293761', 'ENSP00000458832', 'ENSP00000460430', 'ENSP00000460483']"
378,ENSG00000079841,"['ENSP00000264839', 'ENSP00000359448', 'ENSP00000385649', 'ENSP00000389503', 'ENSP00000402273', 'ENSP00000411235', 'ENSP00000428328', 'ENSP00000428367', 'ENSP00000428417', 'ENSP00000429338', 'ENSP00000429959', 'ENSP00000430101', 'ENSP00000430359', 'ENSP00000430408', 'ENSP00000430502', 'ENSP00000430932', 'ENSP00000513179']"
379,ENSG00000277251,ENSP00000484717
380,ENSG00000138071,"['ENSP00000260641', 'ENSP00000367220', 'ENSP00000490877', 'ENSP00000490923']"
381,ENSG00000166508,"['ENSP00000307288', 'ENSP00000344006', 'ENSP00000346171', 'ENSP00000411295', 'ENSP00000445904', 'ENSP00000483795']"
382,ENSG00000167536,"['ENSP00000368173', 'ENSP00000378361', 'ENSP00000412826']"
383,ENSG00000101115,"['ENSP00000217086', 'ENSP00000360594', 'ENSP00000379319']"
384,ENSG00000166167,"['ENSP00000359202', 'ENSP00000359206', 'ENSP00000377088', 'ENSP00000385339']"
