,genes,proteins
15548,ENSG00000187701,"['ENSP00000493412', 'ENSP00000493434']"
15549,ENSG00000100362,"['ENSP00000216200', 'ENSP00000384735', 'ENSP00000386089', 'ENSP00000400247', 'ENSP00000406977']"
15550,ENSG00000226492,"['ENSP00000391509', 'ENSP00000400114', 'ENSP00000432744', 'ENSP00000433963', 'ENSP00000434163']"
15551,ENSG00000105325,"['ENSP00000321800', 'ENSP00000378529', 'ENSP00000410369', 'ENSP00000467967', 'ENSP00000498659']"
15552,ENSG00000122591,"['ENSP00000386246', 'ENSP00000386624', 'ENSP00000397168', 'ENSP00000403396', 'ENSP00000505161', 'ENSP00000505270', 'ENSP00000505460', 'ENSP00000506308', 'ENSP00000506370', 'ENSP00000506692']"
15553,ENSG00000135617,ENSP00000258083
15554,ENSG00000055208,"['ENSP00000356426', 'ENSP00000432709', 'ENSP00000475580', 'ENSP00000476139', 'ENSP00000490379', 'ENSP00000490618', 'ENSP00000515239']"
15555,ENSG00000105281,"['ENSP00000397924', 'ENSP00000406532', 'ENSP00000444408', 'ENSP00000468890', 'ENSP00000469265', 'ENSP00000471626']"
15556,ENSG00000187821,"['ENSP00000343464', 'ENSP00000422140', 'ENSP00000426033']"
15557,ENSG00000250298,"['ENSP00000489975', 'ENSP00000491450']"
15558,ENSG00000170004,"['ENSP00000332628', 'ENSP00000350907', 'ENSP00000369716', 'ENSP00000395252', 'ENSP00000405861', 'ENSP00000411959', 'ENSP00000458861', 'ENSP00000459321', 'ENSP00000467547', 'ENSP00000500513', 'ENSP00000500734', 'ENSP00000515165']"
15559,ENSG00000211455,"['ENSP00000373684', 'ENSP00000385174', 'ENSP00000437856', 'ENSP00000439457', 'ENSP00000440279', 'ENSP00000442253', 'ENSP00000443456', 'ENSP00000443838', 'ENSP00000443961', 'ENSP00000445898']"
15560,ENSG00000285132,"['ENSP00000493857', 'ENSP00000494729']"
15561,ENSG00000178403,ENSP00000317333
15562,ENSG00000187556,"['ENSP00000341992', 'ENSP00000380687']"
15563,ENSG00000089177,"['ENSP00000347076', 'ENSP00000347995', 'ENSP00000384164', 'ENSP00000396264', 'ENSP00000489838', 'ENSP00000490639']"
15564,ENSG00000171208,"['ENSP00000306726', 'ENSP00000454213', 'ENSP00000455169', 'ENSP00000456818', 'ENSP00000457133']"
15565,ENSG00000161249,"['ENSP00000342012', 'ENSP00000376042', 'ENSP00000384509', 'ENSP00000386225', 'ENSP00000388378', 'ENSP00000388404', 'ENSP00000391036', 'ENSP00000392222', 'ENSP00000394908', 'ENSP00000397005', 'ENSP00000403957', 'ENSP00000405503', 'ENSP00000406864', 'ENSP00000409513', 'ENSP00000412075', 'ENSP00000414743', 'ENSP00000468840', 'ENSP00000468987', 'ENSP00000469824', 'ENSP00000469845', 'ENSP00000469923', 'ENSP00000470033', 'ENSP00000470425', 'ENSP00000470510', 'ENSP00000470775', 'ENSP00000470881', 'ENSP00000471112', 'ENSP00000471288', 'ENSP00000471451', 'ENSP00000471487', 'ENSP00000471670', 'ENSP00000471968', 'ENSP00000472127', 'ENSP00000472262', 'ENSP00000472344', 'ENSP00000472349', 'ENSP00000473191', 'ENSP00000473296', 'ENSP00000473341', 'ENSP00000473526', 'ENSP00000473734', 'ENSP00000474098', 'ENSP00000474123', 'ENSP00000474419', 'ENSP00000474491', 'ENSP00000474995', 'ENSP00000476043']"
15566,ENSG00000112837,"['ENSP00000358677', 'ENSP00000475498', 'ENSP00000475873', 'ENSP00000476137']"
15567,ENSG00000276184,"['ENSP00000441284', 'ENSP00000479568', 'ENSP00000487650']"
15568,ENSG00000132911,ENSP00000255262
15569,ENSG00000132842,"['ENSP00000255194', 'ENSP00000429228', 'ENSP00000430597', 'ENSP00000511839', 'ENSP00000511880', 'ENSP00000511881', 'ENSP00000511917', 'ENSP00000511918', 'ENSP00000511919', 'ENSP00000511920', 'ENSP00000511921', 'ENSP00000511922', 'ENSP00000511923', 'ENSP00000511959', 'ENSP00000511970', 'ENSP00000511973', 'ENSP00000511974', 'ENSP00000511975', 'ENSP00000511976', 'ENSP00000511977', 'ENSP00000511978']"
15570,ENSG00000203772,"['ENSP00000433712', 'ENSP00000510252']"
15571,ENSG00000139351,"['ENSP00000266743', 'ENSP00000376655', 'ENSP00000376658']"
15572,ENSG00000196262,"['ENSP00000394670', 'ENSP00000405975', 'ENSP00000419425', 'ENSP00000427976', 'ENSP00000429251', 'ENSP00000430817', 'ENSP00000479961', 'ENSP00000502945', 'ENSP00000503804', 'ENSP00000504216', 'ENSP00000504293', 'ENSP00000504621', 'ENSP00000504735']"
15573,ENSG00000204548,ENSP00000417128
15574,ENSG00000182149,"['ENSP00000330408', 'ENSP00000368075', 'ENSP00000368076', 'ENSP00000398505', 'ENSP00000410081', 'ENSP00000414942', 'ENSP00000438399', 'ENSP00000454541', 'ENSP00000455409', 'ENSP00000455590', 'ENSP00000455757', 'ENSP00000455805', 'ENSP00000455860', 'ENSP00000456200', 'ENSP00000457646', 'ENSP00000457844', 'ENSP00000463711', 'ENSP00000463833', 'ENSP00000475853', 'ENSP00000486751']"
15575,ENSG00000261609,"['ENSP00000497351', 'ENSP00000498081', 'ENSP00000498114']"
15576,ENSG00000166225,"['ENSP00000381083', 'ENSP00000447007', 'ENSP00000447241', 'ENSP00000447724', 'ENSP00000447804', 'ENSP00000447978', 'ENSP00000449105', 'ENSP00000449111', 'ENSP00000449432', 'ENSP00000450000', 'ENSP00000450048']"
15577,ENSG00000119403,"['ENSP00000310372', 'ENSP00000363003', 'ENSP00000395938', 'ENSP00000397935', 'ENSP00000404655', 'ENSP00000407433', 'ENSP00000408479', 'ENSP00000483946']"
15578,ENSG00000136504,"['ENSP00000259021', 'ENSP00000398961', 'ENSP00000409477', 'ENSP00000413415', 'ENSP00000421368', 'ENSP00000423385', 'ENSP00000424577', 'ENSP00000502732', 'ENSP00000516419', 'ENSP00000516420', 'ENSP00000516421', 'ENSP00000516422', 'ENSP00000516423', 'ENSP00000516424', 'ENSP00000516425', 'ENSP00000516426', 'ENSP00000516474', 'ENSP00000516477', 'ENSP00000516478', 'ENSP00000516479', 'ENSP00000516480']"
15579,ENSG00000131969,"['ENSP00000336693', 'ENSP00000343951', 'ENSP00000371460', 'ENSP00000450643']"
15580,ENSG00000169126,"['ENSP00000306410', 'ENSP00000473438', 'ENSP00000499912', 'ENSP00000499923', 'ENSP00000499983', 'ENSP00000500073', 'ENSP00000500120', 'ENSP00000500782', 'ENSP00000500856']"
15581,ENSG00000147454,"['ENSP00000290075', 'ENSP00000402782', 'ENSP00000428066', 'ENSP00000429200']"
15582,ENSG00000132581,"['ENSP00000247020', 'ENSP00000466083', 'ENSP00000466102']"
15583,ENSG00000183873,"['ENSP00000328968', 'ENSP00000333674', 'ENSP00000398266', 'ENSP00000398962', 'ENSP00000399524', 'ENSP00000403355', 'ENSP00000410257', 'ENSP00000413996']"
15584,ENSG00000169347,"['ENSP00000304044', 'ENSP00000343861', 'ENSP00000370765', 'ENSP00000370767', 'ENSP00000460059', 'ENSP00000460124', 'ENSP00000460466', 'ENSP00000461061', 'ENSP00000461632']"
15585,ENSG00000152061,"['ENSP00000251507', 'ENSP00000281844', 'ENSP00000318603', 'ENSP00000350027', 'ENSP00000356660', 'ENSP00000356661', 'ENSP00000375916', 'ENSP00000403136', 'ENSP00000420660', 'ENSP00000432490', 'ENSP00000432734', 'ENSP00000434600', 'ENSP00000435911', 'ENSP00000489163', 'ENSP00000489188', 'ENSP00000489213', 'ENSP00000489232', 'ENSP00000489605', 'ENSP00000507884']"
15586,ENSG00000102572,"['ENSP00000365730', 'ENSP00000365737', 'ENSP00000380651', 'ENSP00000402764', 'ENSP00000402810', 'ENSP00000442539']"
15587,ENSG00000232948,ENSP00000382951
15588,ENSG00000064726,"['ENSP00000261721', 'ENSP00000368713', 'ENSP00000453104']"
15589,ENSG00000064651,"['ENSP00000262461', 'ENSP00000340878', 'ENSP00000427109', 'ENSP00000486323']"
15590,ENSG00000178974,"['ENSP00000313159', 'ENSP00000394117', 'ENSP00000450877', 'ENSP00000504946', 'ENSP00000505815', 'ENSP00000505918', 'ENSP00000506304', 'ENSP00000506349', 'ENSP00000506499']"
15591,ENSG00000169403,"['ENSP00000301974', 'ENSP00000362965', 'ENSP00000442658']"
15592,ENSG00000237378,ENSP00000496883
15593,ENSG00000248496,ENSP00000420877
15594,ENSG00000182378,"['ENSP00000371073', 'ENSP00000381976', 'ENSP00000394848', 'ENSP00000399510', 'ENSP00000400904', 'ENSP00000405307', 'ENSP00000408558', 'ENSP00000412018', 'ENSP00000414181']"
15595,ENSG00000198796,ENSP00000354991
15596,ENSG00000198715,"['ENSP00000354553', 'ENSP00000476260', 'ENSP00000477180', 'ENSP00000477187', 'ENSP00000477253', 'ENSP00000479149', 'ENSP00000480936', 'ENSP00000483691', 'ENSP00000497576']"
15597,ENSG00000019995,ENSP00000352676
15598,ENSG00000138587,ENSP00000260453
15599,ENSG00000282185,"['ENSP00000487683', 'ENSP00000488132', 'ENSP00000488906']"
15600,ENSG00000274180,ENSP00000478388
15601,ENSG00000288344,"['ENSP00000500046', 'ENSP00000500176', 'ENSP00000500258', 'ENSP00000500373']"
15602,ENSG00000168297,"['ENSP00000305045', 'ENSP00000348472', 'ENSP00000373221', 'ENSP00000373222', 'ENSP00000417167', 'ENSP00000417903', 'ENSP00000417915', 'ENSP00000418202', 'ENSP00000418376', 'ENSP00000418831', 'ENSP00000418836', 'ENSP00000419049', 'ENSP00000420403', 'ENSP00000476179']"
15603,ENSG00000175718,ENSP00000417451
15604,ENSG00000159450,ENSP00000480484
15605,ENSG00000114670,"['ENSP00000349389', 'ENSP00000372857', 'ENSP00000421192', 'ENSP00000421549', 'ENSP00000421851', 'ENSP00000423458', 'ENSP00000425114', 'ENSP00000425662', 'ENSP00000426662', 'ENSP00000473422']"
15606,ENSG00000170043,"['ENSP00000302783', 'ENSP00000441130', 'ENSP00000459045', 'ENSP00000460674', 'ENSP00000460702', 'ENSP00000460761']"
15607,ENSG00000282394,ENSP00000487793
15608,ENSG00000239862,ENSP00000417427
15609,ENSG00000188573,ENSP00000473383
15610,ENSG00000198876,"['ENSP00000355114', 'ENSP00000380187', 'ENSP00000415833']"
15611,ENSG00000198216,"['ENSP00000353222', 'ENSP00000356542', 'ENSP00000356545', 'ENSP00000432038', 'ENSP00000481619', 'ENSP00000496576', 'ENSP00000514851', 'ENSP00000514852']"
15612,ENSG00000156239,"['ENSP00000286764', 'ENSP00000303584', 'ENSP00000436490']"
15613,ENSG00000099377,"['ENSP00000262520', 'ENSP00000297679', 'ENSP00000459689', 'ENSP00000459852']"
15614,ENSG00000222038,ENSP00000387176
15615,ENSG00000160087,"['ENSP00000305826', 'ENSP00000344857', 'ENSP00000353653', 'ENSP00000383718', 'ENSP00000383719', 'ENSP00000393301', 'ENSP00000401898', 'ENSP00000407565', 'ENSP00000422103', 'ENSP00000423480', 'ENSP00000423880', 'ENSP00000424342', 'ENSP00000425419', 'ENSP00000425543', 'ENSP00000427024', 'ENSP00000427244']"
15616,ENSG00000128059,"['ENSP00000264220', 'ENSP00000423781', 'ENSP00000425119']"
15617,ENSG00000215712,"['ENSP00000356112', 'ENSP00000383594']"
15618,ENSG00000105993,"['ENSP00000262177', 'ENSP00000389599', 'ENSP00000391690', 'ENSP00000396240', 'ENSP00000396267', 'ENSP00000397556', 'ENSP00000400665', 'ENSP00000403407', 'ENSP00000410643', 'ENSP00000415201', 'ENSP00000488263', 'ENSP00000488740']"
15619,ENSG00000131355,"['ENSP00000253673', 'ENSP00000340758', 'ENSP00000396208', 'ENSP00000469965', 'ENSP00000471853']"
15620,ENSG00000106636,"['ENSP00000223369', 'ENSP00000412414', 'ENSP00000420805', 'ENSP00000503337', 'ENSP00000503381', 'ENSP00000503560', 'ENSP00000503746', 'ENSP00000504160', 'ENSP00000504364', 'ENSP00000504623']"
15621,ENSG00000102837,ENSP00000219022
15622,ENSG00000175334,"['ENSP00000310275', 'ENSP00000416128', 'ENSP00000431785', 'ENSP00000432867', 'ENSP00000433760']"
15623,ENSG00000103249,"['ENSP00000262318', 'ENSP00000372193', 'ENSP00000454845', 'ENSP00000461009', 'ENSP00000514703', 'ENSP00000514704']"
15624,ENSG00000204767,ENSP00000366582
15625,ENSG00000171055,"['ENSP00000305843', 'ENSP00000350685', 'ENSP00000368547', 'ENSP00000385112', 'ENSP00000390985', 'ENSP00000395619', 'ENSP00000396982', 'ENSP00000410879', 'ENSP00000415325']"
15626,ENSG00000167178,"['ENSP00000355402', 'ENSP00000411443', 'ENSP00000411834', 'ENSP00000454259', 'ENSP00000454287', 'ENSP00000454859', 'ENSP00000455076', 'ENSP00000455531', 'ENSP00000458080']"
15627,ENSG00000135723,"['ENSP00000258201', 'ENSP00000458085', 'ENSP00000462807', 'ENSP00000462988', 'ENSP00000464011']"
15628,ENSG00000183960,"['ENSP00000328813', 'ENSP00000412141']"
15629,ENSG00000136153,"['ENSP00000317802', 'ENSP00000342112', 'ENSP00000349571', 'ENSP00000366719', 'ENSP00000366757', 'ENSP00000388955', 'ENSP00000431129', 'ENSP00000431271', 'ENSP00000431636', 'ENSP00000431896', 'ENSP00000432269', 'ENSP00000433352', 'ENSP00000433591', 'ENSP00000434083', 'ENSP00000434201', 'ENSP00000434943', 'ENSP00000435296', 'ENSP00000475811', 'ENSP00000513106']"
15630,ENSG00000165288,ENSP00000362372
15631,ENSG00000196914,"['ENSP00000349056', 'ENSP00000380942', 'ENSP00000432984']"
15632,ENSG00000152433,"['ENSP00000282282', 'ENSP00000468929', 'ENSP00000470111', 'ENSP00000470884']"
15633,ENSG00000175395,ENSP00000302222
15634,ENSG00000145863,"['ENSP00000274545', 'ENSP00000427989', 'ENSP00000429943', 'ENSP00000430212', 'ENSP00000430527']"
15635,ENSG00000165120,"['ENSP00000297819', 'ENSP00000497213']"
15636,ENSG00000229676,ENSP00000413660
15637,ENSG00000174130,"['ENSP00000371376', 'ENSP00000424718']"
15638,ENSG00000115468,"['ENSP00000264059', 'ENSP00000386243', 'ENSP00000386556', 'ENSP00000386685', 'ENSP00000395119', 'ENSP00000401073']"
15639,ENSG00000066027,"['ENSP00000261461', 'ENSP00000442866']"
15640,ENSG00000142182,"['ENSP00000270172', 'ENSP00000400242', 'ENSP00000486001']"
15641,ENSG00000198883,"['ENSP00000354834', 'ENSP00000388850', 'ENSP00000392342', 'ENSP00000445775']"
15642,ENSG00000174989,"['ENSP00000310686', 'ENSP00000389144', 'ENSP00000498999']"
15643,ENSG00000205022,"['ENSP00000405259', 'ENSP00000408598', 'ENSP00000449247']"
15644,ENSG00000253873,"['ENSP00000381589', 'ENSP00000428333', 'ENSP00000480917']"
15645,ENSG00000239571,ENSP00000418948
15646,ENSG00000198887,ENSP00000354957
15647,ENSG00000187735,"['ENSP00000395483', 'ENSP00000428370', 'ENSP00000428426', 'ENSP00000428868', 'ENSP00000429182', 'ENSP00000429192', 'ENSP00000430450', 'ENSP00000491445', 'ENSP00000492389', 'ENSP00000492551']"
15648,ENSG00000165370,ENSP00000498972
15649,ENSG00000263002,"['ENSP00000400878', 'ENSP00000465011', 'ENSP00000466129']"
15650,ENSG00000120686,"['ENSP00000239878', 'ENSP00000368970', 'ENSP00000402378']"
15651,ENSG00000153006,ENSP00000427401
15652,ENSG00000111775,ENSP00000229379
15653,ENSG00000284844,ENSP00000494667
15654,ENSG00000136874,"['ENSP00000259400', 'ENSP00000433484', 'ENSP00000433694', 'ENSP00000433701', 'ENSP00000434323', 'ENSP00000434547', 'ENSP00000435981', 'ENSP00000436666']"
15655,ENSG00000268480,"['ENSP00000499970', 'ENSP00000500121', 'ENSP00000500604', 'ENSP00000509575']"
15656,ENSG00000178927,"['ENSP00000307765', 'ENSP00000342228', 'ENSP00000388909', 'ENSP00000401626', 'ENSP00000462346', 'ENSP00000462410', 'ENSP00000462515', 'ENSP00000462529', 'ENSP00000462956', 'ENSP00000462997', 'ENSP00000463215', 'ENSP00000463228', 'ENSP00000463306', 'ENSP00000463475', 'ENSP00000463840', 'ENSP00000463846', 'ENSP00000464080', 'ENSP00000464201', 'ENSP00000464442', 'ENSP00000464531', 'ENSP00000464633', 'ENSP00000488983', 'ENSP00000489034', 'ENSP00000489093', 'ENSP00000489494', 'ENSP00000513954', 'ENSP00000513955', 'ENSP00000513956', 'ENSP00000513957', 'ENSP00000513958', 'ENSP00000513959', 'ENSP00000513960', 'ENSP00000513961', 'ENSP00000513962', 'ENSP00000513963', 'ENSP00000513964', 'ENSP00000513965', 'ENSP00000513966']"
15657,ENSG00000070756,"['ENSP00000313007', 'ENSP00000427805', 'ENSP00000427914', 'ENSP00000428021', 'ENSP00000428030', 'ENSP00000428190', 'ENSP00000428749', 'ENSP00000428840', 'ENSP00000428937', 'ENSP00000428948', 'ENSP00000429032', 'ENSP00000429119', 'ENSP00000429395', 'ENSP00000429594', 'ENSP00000429790', 'ENSP00000429892', 'ENSP00000430012', 'ENSP00000430159', 'ENSP00000430716', 'ENSP00000478108', 'ENSP00000503044', 'ENSP00000503058', 'ENSP00000503421', 'ENSP00000503455', 'ENSP00000503686', 'ENSP00000503838', 'ENSP00000504369', 'ENSP00000504835']"
15658,ENSG00000081665,"['ENSP00000393835', 'ENSP00000408892', 'ENSP00000440625', 'ENSP00000445149', 'ENSP00000464733', 'ENSP00000464837', 'ENSP00000467047', 'ENSP00000468150', 'ENSP00000468206', 'ENSP00000468217']"
15659,ENSG00000115539,"['ENSP00000264254', 'ENSP00000390585', 'ENSP00000413936']"
15660,ENSG00000283463,ENSP00000489814
15661,ENSG00000158764,ENSP00000357008
15662,ENSG00000074582,"['ENSP00000352219', 'ENSP00000375957', 'ENSP00000375958', 'ENSP00000375959', 'ENSP00000389402', 'ENSP00000391007', 'ENSP00000395440', 'ENSP00000397293', 'ENSP00000398957', 'ENSP00000404999', 'ENSP00000406494', 'ENSP00000412729', 'ENSP00000413908', 'ENSP00000416169', 'ENSP00000496514']"
15663,ENSG00000138678,"['ENSP00000264409', 'ENSP00000378651', 'ENSP00000482571']"
15664,ENSG00000007350,"['ENSP00000358928', 'ENSP00000358931', 'ENSP00000399763', 'ENSP00000401111', 'ENSP00000416552']"
15665,ENSG00000089693,"['ENSP00000203630', 'ENSP00000403941', 'ENSP00000439789', 'ENSP00000442444', 'ENSP00000443829', 'ENSP00000446317']"
15666,ENSG00000166946,"['ENSP00000300213', 'ENSP00000454420', 'ENSP00000455419', 'ENSP00000455687', 'ENSP00000456041', 'ENSP00000456797', 'ENSP00000456839', 'ENSP00000457611']"
15667,ENSG00000142546,"['ENSP00000343497', 'ENSP00000468974', 'ENSP00000470034', 'ENSP00000470450', 'ENSP00000471291', 'ENSP00000471929', 'ENSP00000472103', 'ENSP00000473109']"
15668,ENSG00000123146,"['ENSP00000242786', 'ENSP00000349918', 'ENSP00000351413', 'ENSP00000465800', 'ENSP00000467351', 'ENSP00000467478']"
15669,ENSG00000144485,"['ENSP00000272937', 'ENSP00000387008', 'ENSP00000387107', 'ENSP00000387155', 'ENSP00000387215', 'ENSP00000387343', 'ENSP00000390870', 'ENSP00000392596', 'ENSP00000401797']"
15670,ENSG00000133884,"['ENSP00000252268', 'ENSP00000399714', 'ENSP00000434885', 'ENSP00000435887', 'ENSP00000436901', 'ENSP00000515285', 'ENSP00000515294', 'ENSP00000515295', 'ENSP00000515296', 'ENSP00000515297', 'ENSP00000515298']"
15671,ENSG00000159164,"['ENSP00000358141', 'ENSP00000358142']"
15672,ENSG00000146374,"['ENSP00000349131', 'ENSP00000357300']"
15673,ENSG00000259494,"['ENSP00000312311', 'ENSP00000453881', 'ENSP00000477583', 'ENSP00000477676']"
15674,ENSG00000148384,"['ENSP00000360777', 'ENSP00000501984', 'ENSP00000502517']"
15675,ENSG00000204104,"['ENSP00000362424', 'ENSP00000375851', 'ENSP00000386648']"
15676,ENSG00000142538,ENSP00000270631
15677,ENSG00000100784,"['ENSP00000402787', 'ENSP00000442803', 'ENSP00000450591', 'ENSP00000451305', 'ENSP00000451736', 'ENSP00000479667', 'ENSP00000497354']"
15678,ENSG00000179873,"['ENSP00000466285', 'ENSP00000466582', 'ENSP00000467988', 'ENSP00000468082', 'ENSP00000468196', 'ENSP00000468696']"
15679,ENSG00000077254,"['ENSP00000350009', 'ENSP00000359828', 'ENSP00000359829', 'ENSP00000359830', 'ENSP00000432392', 'ENSP00000432667', 'ENSP00000433283', 'ENSP00000434441', 'ENSP00000436441']"
15680,ENSG00000168350,"['ENSP00000307126', 'ENSP00000450637']"
15681,ENSG00000023608,ENSP00000216294
15682,ENSG00000077152,"['ENSP00000494957', 'ENSP00000496572', 'ENSP00000514379', 'ENSP00000514380', 'ENSP00000514381', 'ENSP00000514382', 'ENSP00000514383']"
15683,ENSG00000172782,"['ENSP00000464267', 'ENSP00000480385', 'ENSP00000481684']"
15684,ENSG00000187051,"['ENSP00000333948', 'ENSP00000399304']"
15685,ENSG00000173621,"['ENSP00000312535', 'ENSP00000377524']"
15686,ENSG00000117525,"['ENSP00000334145', 'ENSP00000359226']"
15687,ENSG00000188984,ENSP00000352268
15688,ENSG00000164405,"['ENSP00000367934', 'ENSP00000367936', 'ENSP00000367939']"
15689,ENSG00000285387,"['ENSP00000493586', 'ENSP00000493954', 'ENSP00000494074', 'ENSP00000495881', 'ENSP00000496063', 'ENSP00000496383']"
15690,ENSG00000204020,ENSP00000383923
15691,ENSG00000130349,"['ENSP00000310951', 'ENSP00000384867', 'ENSP00000485698']"
15692,ENSG00000124302,"['ENSP00000262622', 'ENSP00000392604', 'ENSP00000393879', 'ENSP00000467012', 'ENSP00000499084']"
15693,ENSG00000163220,ENSP00000357727
15694,ENSG00000155052,"['ENSP00000399013', 'ENSP00000508115']"
15695,ENSG00000138670,"['ENSP00000264400', 'ENSP00000338437', 'ENSP00000398763', 'ENSP00000425393', 'ENSP00000426929', 'ENSP00000476065', 'ENSP00000490436', 'ENSP00000490814']"
15696,ENSG00000079432,"['ENSP00000160740', 'ENSP00000458543', 'ENSP00000458663', 'ENSP00000459011', 'ENSP00000459719', 'ENSP00000460230', 'ENSP00000505728']"
15697,ENSG00000265817,"['ENSP00000420405', 'ENSP00000462684']"
15698,ENSG00000231861,ENSP00000393889
15699,ENSG00000134538,ENSP00000256958
15700,ENSG00000042286,"['ENSP00000312370', 'ENSP00000362345', 'ENSP00000478931']"
15701,ENSG00000175348,"['ENSP00000311842', 'ENSP00000431487', 'ENSP00000432373', 'ENSP00000433361', 'ENSP00000434961']"
15702,ENSG00000169567,"['ENSP00000304229', 'ENSP00000421608', 'ENSP00000422444', 'ENSP00000424974', 'ENSP00000425260', 'ENSP00000426860', 'ENSP00000427008', 'ENSP00000427499', 'ENSP00000430909', 'ENSP00000502350', 'ENSP00000502370', 'ENSP00000502792']"
15703,ENSG00000018699,"['ENSP00000313953', 'ENSP00000392883', 'ENSP00000393327', 'ENSP00000398820', 'ENSP00000409230', 'ENSP00000410642', 'ENSP00000497009']"
15704,ENSG00000071626,"['ENSP00000233078', 'ENSP00000337132', 'ENSP00000465433', 'ENSP00000467613', 'ENSP00000467680']"
15705,ENSG00000149311,"['ENSP00000278616', 'ENSP00000388058', 'ENSP00000432318', 'ENSP00000434327', 'ENSP00000435524', 'ENSP00000435747', 'ENSP00000469471', 'ENSP00000480205', 'ENSP00000483338', 'ENSP00000491585', 'ENSP00000491957', 'ENSP00000492354', 'ENSP00000492487', 'ENSP00000501606', 'ENSP00000502563', 'ENSP00000507125', 'ENSP00000507649', 'ENSP00000508010', 'ENSP00000508178', 'ENSP00000508245', 'ENSP00000508284']"
15706,ENSG00000205301,"['ENSP00000421185', 'ENSP00000422714', 'ENSP00000423767', 'ENSP00000423768', 'ENSP00000425945', 'ENSP00000426225']"
15707,ENSG00000105963,"['ENSP00000265846', 'ENSP00000391315', 'ENSP00000394973', 'ENSP00000404217', 'ENSP00000407267', 'ENSP00000409129', 'ENSP00000414436', 'ENSP00000416545', 'ENSP00000442682', 'ENSP00000478011', 'ENSP00000481154', 'ENSP00000497220']"
15708,ENSG00000239497,"['ENSP00000395699', 'ENSP00000418217']"
15709,ENSG00000134152,"['ENSP00000256544', 'ENSP00000452963', 'ENSP00000453072', 'ENSP00000453283', 'ENSP00000453383', 'ENSP00000453713', 'ENSP00000453991', 'ENSP00000453996', 'ENSP00000454010', 'ENSP00000454181']"
15710,ENSG00000185480,"['ENSP00000332915', 'ENSP00000376641', 'ENSP00000376643', 'ENSP00000393867', 'ENSP00000404323', 'ENSP00000411313', 'ENSP00000440850', 'ENSP00000442549', 'ENSP00000444576']"
15711,ENSG00000241779,"['ENSP00000389565', 'ENSP00000404312', 'ENSP00000408577', 'ENSP00000410328', 'ENSP00000448191']"
15712,ENSG00000177275,ENSP00000325078
15713,ENSG00000163960,"['ENSP00000296328', 'ENSP00000371311', 'ENSP00000397238', 'ENSP00000397256', 'ENSP00000404778']"
15714,ENSG00000263238,ENSP00000460395
15715,ENSG00000132323,"['ENSP00000254654', 'ENSP00000395301', 'ENSP00000406254', 'ENSP00000477533', 'ENSP00000477542']"
15716,ENSG00000141505,"['ENSP00000269299', 'ENSP00000370307', 'ENSP00000458530', 'ENSP00000458803', 'ENSP00000459169', 'ENSP00000459896', 'ENSP00000467511', 'ENSP00000481182']"
15717,ENSG00000170049,"['ENSP00000302719', 'ENSP00000458237', 'ENSP00000461290']"
15718,ENSG00000158985,"['ENSP00000353706', 'ENSP00000378667', 'ENSP00000425292', 'ENSP00000426779', 'ENSP00000427421']"
15719,ENSG00000281145,ENSP00000487513
15720,ENSG00000211650,ENSP00000374831
15721,ENSG00000168393,"['ENSP00000304802', 'ENSP00000383581', 'ENSP00000387379', 'ENSP00000408939', 'ENSP00000410647']"
15722,ENSG00000281758,ENSP00000486886
15723,ENSG00000035499,"['ENSP00000265036', 'ENSP00000389101', 'ENSP00000426979', 'ENSP00000427527']"
15724,ENSG00000273173,"['ENSP00000342152', 'ENSP00000463201', 'ENSP00000463396']"
15725,ENSG00000151835,"['ENSP00000371729', 'ENSP00000385844', 'ENSP00000390925', 'ENSP00000406565', 'ENSP00000506739', 'ENSP00000507057', 'ENSP00000507173', 'ENSP00000507223', 'ENSP00000507624', 'ENSP00000507735', 'ENSP00000507780', 'ENSP00000507855', 'ENSP00000508121', 'ENSP00000508262', 'ENSP00000508399', 'ENSP00000508403']"
15726,ENSG00000243489,ENSP00000334197
15727,ENSG00000108187,"['ENSP00000308466', 'ENSP00000338041', 'ENSP00000351619', 'ENSP00000476261', 'ENSP00000476306']"
15728,ENSG00000275153,ENSP00000484542
15729,ENSG00000158769,"['ENSP00000357005', 'ENSP00000440812', 'ENSP00000481591']"
15730,ENSG00000171109,"['ENSP00000263969', 'ENSP00000349963', 'ENSP00000419134', 'ENSP00000419926', 'ENSP00000420148', 'ENSP00000420617']"
15731,ENSG00000129682,"['ENSP00000303391', 'ENSP00000322390', 'ENSP00000388688', 'ENSP00000396198', 'ENSP00000406916', 'ENSP00000409276', 'ENSP00000411999', 'ENSP00000487411']"
15732,ENSG00000142168,"['ENSP00000270142', 'ENSP00000374645']"
15733,ENSG00000107897,"['ENSP00000365049', 'ENSP00000365062', 'ENSP00000365066', 'ENSP00000365070', 'ENSP00000379568', 'ENSP00000393398', 'ENSP00000401591', 'ENSP00000483256', 'ENSP00000502986', 'ENSP00000503053', 'ENSP00000503158', 'ENSP00000503208', 'ENSP00000503264', 'ENSP00000503415', 'ENSP00000503467', 'ENSP00000503631', 'ENSP00000503715', 'ENSP00000503800', 'ENSP00000503831', 'ENSP00000503864', 'ENSP00000504029', 'ENSP00000504333', 'ENSP00000504367', 'ENSP00000504374', 'ENSP00000504499', 'ENSP00000504580', 'ENSP00000504666', 'ENSP00000504726']"
