,genes,proteins
17776,ENSMUSG00000032578,"['ENSMUSP00000082183', 'ENSMUSP00000127523', 'ENSMUSP00000129941']"
17777,ENSMUSG00000072972,ENSMUSP00000082427
17778,ENSMUSG00000074913,"['ENSMUSP00000097134', 'ENSMUSP00000158031']"
17779,ENSMUSG00000076795,"['ENSMUSP00000100382', 'ENSMUSP00000142447']"
17780,ENSMUSG00000050822,"['ENSMUSP00000059896', 'ENSMUSP00000142674']"
17781,ENSMUSG00000030166,"['ENSMUSP00000032269', 'ENSMUSP00000125502', 'ENSMUSP00000125559']"
17782,ENSMUSG00000039031,"['ENSMUSP00000044834', 'ENSMUSP00000135030', 'ENSMUSP00000135783']"
17783,ENSMUSG00000051067,"['ENSMUSP00000054960', 'ENSMUSP00000151329']"
17784,ENSMUSG00000070815,"['ENSMUSP00000092422', 'ENSMUSP00000148010', 'ENSMUSP00000153894', 'ENSMUSP00000154184']"
17785,ENSMUSG00000094083,ENSMUSP00000095033
17786,ENSMUSG00000054128,"['ENSMUSP00000025312', 'ENSMUSP00000099736', 'ENSMUSP00000134469', 'ENSMUSP00000134547', 'ENSMUSP00000134607', 'ENSMUSP00000138177', 'ENSMUSP00000138563', 'ENSMUSP00000138582']"
17787,ENSMUSG00000035948,"['ENSMUSP00000040823', 'ENSMUSP00000128209']"
17788,ENSMUSG00000039768,"['ENSMUSP00000051643', 'ENSMUSP00000119604', 'ENSMUSP00000122140']"
17789,ENSMUSG00000031604,"['ENSMUSP00000034015', 'ENSMUSP00000117545', 'ENSMUSP00000121070']"
17790,ENSMUSG00000049037,ENSMUSP00000062441
17791,ENSMUSG00000026987,"['ENSMUSP00000088443', 'ENSMUSP00000108169', 'ENSMUSP00000118981', 'ENSMUSP00000119690']"
17792,ENSMUSG00000021364,"['ENSMUSP00000021793', 'ENSMUSP00000114112']"
17793,ENSMUSG00000036636,"['ENSMUSP00000035964', 'ENSMUSP00000124194', 'ENSMUSP00000124527', 'ENSMUSP00000125546', 'ENSMUSP00000156968']"
17794,ENSMUSG00000006675,"['ENSMUSP00000006853', 'ENSMUSP00000141843', 'ENSMUSP00000141993']"
17795,ENSMUSG00000076545,ENSMUSP00000100147
17796,ENSMUSG00000025232,ENSMUSP00000026262
17797,ENSMUSG00000032776,"['ENSMUSP00000078302', 'ENSMUSP00000145571', 'ENSMUSP00000145868']"
17798,ENSMUSG00000036211,ENSMUSP00000037304
17799,ENSMUSG00000051965,ENSMUSP00000069765
17800,ENSMUSG00000036977,"['ENSMUSP00000048244', 'ENSMUSP00000148220']"
17801,ENSMUSG00000026171,"['ENSMUSP00000027357', 'ENSMUSP00000109350', 'ENSMUSP00000115350', 'ENSMUSP00000116973', 'ENSMUSP00000117692', 'ENSMUSP00000120646', 'ENSMUSP00000138040']"
17802,ENSMUSG00000044629,"['ENSMUSP00000050036', 'ENSMUSP00000122150']"
17803,ENSMUSG00000038658,"['ENSMUSP00000043437', 'ENSMUSP00000124727', 'ENSMUSP00000125299', 'ENSMUSP00000125709']"
17804,ENSMUSG00000007379,"['ENSMUSP00000127187', 'ENSMUSP00000134008']"
17805,ENSMUSG00000028274,"['ENSMUSP00000029942', 'ENSMUSP00000103788']"
17806,ENSMUSG00000076481,"['ENSMUSP00000100098', 'ENSMUSP00000141290']"
17807,ENSMUSG00000066463,"['ENSMUSP00000082416', 'ENSMUSP00000109003', 'ENSMUSP00000126342', 'ENSMUSP00000133954']"
17808,ENSMUSG00000091407,"['ENSMUSP00000126885', 'ENSMUSP00000157019', 'ENSMUSP00000157295']"
17809,ENSMUSG00000021918,"['ENSMUSP00000057915', 'ENSMUSP00000153710', 'ENSMUSP00000154090', 'ENSMUSP00000154606', 'ENSMUSP00000154678']"
17810,ENSMUSG00000004885,ENSMUSP00000005019
17811,ENSMUSG00000074619,ENSMUSP00000141045
17812,ENSMUSG00000026466,"['ENSMUSP00000027738', 'ENSMUSP00000095134', 'ENSMUSP00000118654', 'ENSMUSP00000120602', 'ENSMUSP00000123391', 'ENSMUSP00000126751', 'ENSMUSP00000137617', 'ENSMUSP00000141619']"
17813,ENSMUSG00000032356,"['ENSMUSP00000034909', 'ENSMUSP00000034912', 'ENSMUSP00000140921']"
17814,ENSMUSG00000038022,"['ENSMUSP00000061221', 'ENSMUSP00000145151']"
17815,ENSMUSG00000013668,ENSMUSP00000070291
17816,ENSMUSG00000022849,"['ENSMUSP00000023555', 'ENSMUSP00000156217']"
17817,ENSMUSG00000094860,ENSMUSP00000137066
17818,ENSMUSG00000076873,ENSMUSP00000100458
17819,ENSMUSG00000043855,"['ENSMUSP00000056631', 'ENSMUSP00000147905', 'ENSMUSP00000149060']"
17820,ENSMUSG00000029830,"['ENSMUSP00000093743', 'ENSMUSP00000133326']"
17821,ENSMUSG00000027901,"['ENSMUSP00000029508', 'ENSMUSP00000138462', 'ENSMUSP00000141589']"
17822,ENSMUSG00000099687,"['ENSMUSP00000070658', 'ENSMUSP00000150141']"
17823,ENSMUSG00000021716,"['ENSMUSP00000022230', 'ENSMUSP00000122592']"
17824,ENSMUSG00000069184,"['ENSMUSP00000089063', 'ENSMUSP00000152502']"
17825,ENSMUSG00000005465,ENSMUSP00000005601
17826,ENSMUSG00000019990,"['ENSMUSP00000020165', 'ENSMUSP00000126324', 'ENSMUSP00000126913', 'ENSMUSP00000130596', 'ENSMUSP00000132378']"
17827,ENSMUSG00000057561,"['ENSMUSP00000077223', 'ENSMUSP00000157513', 'ENSMUSP00000157583', 'ENSMUSP00000158046', 'ENSMUSP00000158364', 'ENSMUSP00000158417', 'ENSMUSP00000158565']"
17828,ENSMUSG00000051054,"['ENSMUSP00000052403', 'ENSMUSP00000136424', 'ENSMUSP00000136897']"
17829,ENSMUSG00000028334,ENSMUSP00000030018
17830,ENSMUSG00000091455,ENSMUSP00000129467
17831,ENSMUSG00000015027,"['ENSMUSP00000015171', 'ENSMUSP00000148591']"
17832,ENSMUSG00000037424,ENSMUSP00000043552
17833,ENSMUSG00000051592,"['ENSMUSP00000052272', 'ENSMUSP00000111418']"
17834,ENSMUSG00000113084,ENSMUSP00000152055
17835,ENSMUSG00000069631,"['ENSMUSP00000007444', 'ENSMUSP00000099361', 'ENSMUSP00000102480', 'ENSMUSP00000115555']"
17836,ENSMUSG00000016262,"['ENSMUSP00000016406', 'ENSMUSP00000116176', 'ENSMUSP00000142132']"
17837,ENSMUSG00000038692,ENSMUSP00000048002
17838,ENSMUSG00000096478,ENSMUSP00000136741
17839,ENSMUSG00000068083,ENSMUSP00000060524
17840,ENSMUSG00000094856,ENSMUSP00000126626
17841,ENSMUSG00000063646,"['ENSMUSP00000038504', 'ENSMUSP00000113624', 'ENSMUSP00000122584', 'ENSMUSP00000133767', 'ENSMUSP00000133770', 'ENSMUSP00000133913', 'ENSMUSP00000134288', 'ENSMUSP00000146844', 'ENSMUSP00000148287']"
17842,ENSMUSG00000020375,ENSMUSP00000020643
17843,ENSMUSG00000024806,"['ENSMUSP00000025719', 'ENSMUSP00000158536']"
17844,ENSMUSG00000002985,"['ENSMUSP00000003066', 'ENSMUSP00000133302', 'ENSMUSP00000133359', 'ENSMUSP00000133371', 'ENSMUSP00000133447', 'ENSMUSP00000134160', 'ENSMUSP00000134429', 'ENSMUSP00000134558', 'ENSMUSP00000134622']"
17845,ENSMUSG00000045826,"['ENSMUSP00000053412', 'ENSMUSP00000158331']"
17846,ENSMUSG00000033909,"['ENSMUSP00000090036', 'ENSMUSP00000101903', 'ENSMUSP00000122761']"
17847,ENSMUSG00000028332,"['ENSMUSP00000066383', 'ENSMUSP00000103393']"
17848,ENSMUSG00000029438,"['ENSMUSP00000031391', 'ENSMUSP00000113264']"
17849,ENSMUSG00000031256,"['ENSMUSP00000033609', 'ENSMUSP00000108911', 'ENSMUSP00000108912', 'ENSMUSP00000114837', 'ENSMUSP00000117592', 'ENSMUSP00000117806']"
17850,ENSMUSG00000049555,ENSMUSP00000060148
17851,ENSMUSG00000094500,ENSMUSP00000136891
17852,ENSMUSG00000003119,"['ENSMUSP00000003203', 'ENSMUSP00000103162', 'ENSMUSP00000103163']"
17853,ENSMUSG00000062070,"['ENSMUSP00000080302', 'ENSMUSP00000138706']"
17854,ENSMUSG00000056605,ENSMUSP00000065922
17855,ENSMUSG00000015342,ENSMUSP00000015486
17856,ENSMUSG00000018209,"['ENSMUSP00000018353', 'ENSMUSP00000085629', 'ENSMUSP00000116745', 'ENSMUSP00000122440']"
17857,ENSMUSG00000084845,"['ENSMUSP00000127341', 'ENSMUSP00000130974']"
17858,ENSMUSG00000029026,"['ENSMUSP00000095368', 'ENSMUSP00000101268', 'ENSMUSP00000101269', 'ENSMUSP00000114418', 'ENSMUSP00000114736', 'ENSMUSP00000134196', 'ENSMUSP00000135281', 'ENSMUSP00000159346']"
17859,ENSMUSG00000049420,"['ENSMUSP00000064080', 'ENSMUSP00000151494', 'ENSMUSP00000151559', 'ENSMUSP00000151832', 'ENSMUSP00000151861']"
17860,ENSMUSG00000022901,ENSMUSP00000087047
17861,ENSMUSG00000050553,ENSMUSP00000052226
17862,ENSMUSG00000027954,"['ENSMUSP00000029566', 'ENSMUSP00000112904', 'ENSMUSP00000113098']"
17863,ENSMUSG00000044716,"['ENSMUSP00000059538', 'ENSMUSP00000098856', 'ENSMUSP00000109909', 'ENSMUSP00000116023']"
17864,ENSMUSG00000066366,"['ENSMUSP00000072652', 'ENSMUSP00000082132', 'ENSMUSP00000120398']"
17865,ENSMUSG00000075605,ENSMUSP00000051457
17866,ENSMUSG00000032220,"['ENSMUSP00000034745', 'ENSMUSP00000150376']"
17867,ENSMUSG00000091350,"['ENSMUSP00000128685', 'ENSMUSP00000159510']"
17868,ENSMUSG00000024792,"['ENSMUSP00000025707', 'ENSMUSP00000124799', 'ENSMUSP00000124857', 'ENSMUSP00000125085', 'ENSMUSP00000125176', 'ENSMUSP00000125459', 'ENSMUSP00000157864']"
17869,ENSMUSG00000020003,"['ENSMUSP00000020182', 'ENSMUSP00000132996']"
17870,ENSMUSG00000090733,"['ENSMUSP00000132102', 'ENSMUSP00000142536', 'ENSMUSP00000142942', 'ENSMUSP00000143402']"
17871,ENSMUSG00000020986,"['ENSMUSP00000021375', 'ENSMUSP00000126011']"
17872,ENSMUSG00000019802,ENSMUSP00000019937
17873,ENSMUSG00000071773,ENSMUSP00000110865
17874,ENSMUSG00000027297,"['ENSMUSP00000028759', 'ENSMUSP00000080774', 'ENSMUSP00000123020', 'ENSMUSP00000138201']"
17875,ENSMUSG00000047894,"['ENSMUSP00000062902', 'ENSMUSP00000154100']"
17876,ENSMUSG00000068048,"['ENSMUSP00000086462', 'ENSMUSP00000126022']"
17877,ENSMUSG00000034118,"['ENSMUSP00000035614', 'ENSMUSP00000112571', 'ENSMUSP00000119880']"
17878,ENSMUSG00000005628,"['ENSMUSP00000005769', 'ENSMUSP00000102846', 'ENSMUSP00000116341']"
17879,ENSMUSG00000044014,"['ENSMUSP00000065157', 'ENSMUSP00000148410', 'ENSMUSP00000148589']"
17880,ENSMUSG00000066441,"['ENSMUSP00000082352', 'ENSMUSP00000123829', 'ENSMUSP00000124066']"
17881,ENSMUSG00000032855,"['ENSMUSP00000049296', 'ENSMUSP00000153867', 'ENSMUSP00000153873', 'ENSMUSP00000154062', 'ENSMUSP00000154141', 'ENSMUSP00000154626', 'ENSMUSP00000154668', 'ENSMUSP00000154792']"
17882,ENSMUSG00000038949,ENSMUSP00000048205
17883,ENSMUSG00000028688,"['ENSMUSP00000030451', 'ENSMUSP00000102063', 'ENSMUSP00000117019']"
17884,ENSMUSG00000025318,"['ENSMUSP00000026357', 'ENSMUSP00000126190']"
17885,ENSMUSG00000024502,"['ENSMUSP00000080881', 'ENSMUSP00000158094']"
17886,ENSMUSG00000025228,"['ENSMUSP00000039844', 'ENSMUSP00000157773', 'ENSMUSP00000158084', 'ENSMUSP00000158413']"
17887,ENSMUSG00000041671,ENSMUSP00000036394
17888,ENSMUSG00000028640,"['ENSMUSP00000030391', 'ENSMUSP00000096657', 'ENSMUSP00000129922']"
17889,ENSMUSG00000016477,"['ENSMUSP00000100012', 'ENSMUSP00000152368', 'ENSMUSP00000152782']"
17890,ENSMUSG00000002280,"['ENSMUSP00000002350', 'ENSMUSP00000117136', 'ENSMUSP00000120281', 'ENSMUSP00000157987']"
17891,ENSMUSG00000020493,ENSMUSP00000060803
17892,ENSMUSG00000073421,"['ENSMUSP00000041008', 'ENSMUSP00000157600', 'ENSMUSP00000157806']"
17893,ENSMUSG00000030019,ENSMUSP00000032094
17894,ENSMUSG00000025453,"['ENSMUSP00000070564', 'ENSMUSP00000096753', 'ENSMUSP00000104827']"
17895,ENSMUSG00000116207,ENSMUSP00000152868
17896,ENSMUSG00000079638,ENSMUSP00000110845
17897,ENSMUSG00000031170,"['ENSMUSP00000033512', 'ENSMUSP00000111253', 'ENSMUSP00000111254', 'ENSMUSP00000115713']"
17898,ENSMUSG00000059852,"['ENSMUSP00000077112', 'ENSMUSP00000138920', 'ENSMUSP00000139072']"
17899,ENSMUSG00000039164,ENSMUSP00000048764
17900,ENSMUSG00000032393,"['ENSMUSP00000034960', 'ENSMUSP00000126065', 'ENSMUSP00000150334']"
17901,ENSMUSG00000079628,ENSMUSP00000110820
17902,ENSMUSG00000042671,"['ENSMUSP00000045715', 'ENSMUSP00000107441', 'ENSMUSP00000107443', 'ENSMUSP00000107445', 'ENSMUSP00000107446', 'ENSMUSP00000118365', 'ENSMUSP00000121910', 'ENSMUSP00000122518', 'ENSMUSP00000123565']"
17903,ENSMUSG00000060090,"['ENSMUSP00000033372', 'ENSMUSP00000111045', 'ENSMUSP00000111049', 'ENSMUSP00000138352', 'ENSMUSP00000138724']"
17904,ENSMUSG00000037868,"['ENSMUSP00000041053', 'ENSMUSP00000101078', 'ENSMUSP00000115709', 'ENSMUSP00000116502', 'ENSMUSP00000116621', 'ENSMUSP00000116799', 'ENSMUSP00000118941']"
17905,ENSMUSG00000021965,ENSMUSP00000022536
17906,ENSMUSG00000039321,ENSMUSP00000046920
17907,ENSMUSG00000000600,"['ENSMUSP00000078985', 'ENSMUSP00000132375', 'ENSMUSP00000142657', 'ENSMUSP00000143559', 'ENSMUSP00000143776']"
17908,ENSMUSG00000094212,ENSMUSP00000100366
17909,ENSMUSG00000028314,"['ENSMUSP00000029995', 'ENSMUSP00000103298']"
17910,ENSMUSG00000035764,ENSMUSP00000040168
17911,ENSMUSG00000031353,"['ENSMUSP00000033720', 'ENSMUSP00000107945', 'ENSMUSP00000107946', 'ENSMUSP00000114734', 'ENSMUSP00000115354']"
17912,ENSMUSG00000008136,"['ENSMUSP00000008280', 'ENSMUSP00000140420', 'ENSMUSP00000141170']"
17913,ENSMUSG00000010154,"['ENSMUSP00000010298', 'ENSMUSP00000148710']"
17914,ENSMUSG00000051444,"['ENSMUSP00000052179', 'ENSMUSP00000103756']"
17915,ENSMUSG00000038456,"['ENSMUSP00000045367', 'ENSMUSP00000116907']"
17916,ENSMUSG00000018849,ENSMUSP00000018993
17917,ENSMUSG00000022464,"['ENSMUSP00000023101', 'ENSMUSP00000127676', 'ENSMUSP00000154818', 'ENSMUSP00000155158', 'ENSMUSP00000155372']"
17918,ENSMUSG00000028458,"['ENSMUSP00000050087', 'ENSMUSP00000121067']"
17919,ENSMUSG00000000673,"['ENSMUSP00000000687', 'ENSMUSP00000157081', 'ENSMUSP00000157168', 'ENSMUSP00000157176']"
17920,ENSMUSG00000043982,ENSMUSP00000056250
17921,ENSMUSG00000031012,"['ENSMUSP00000033321', 'ENSMUSP00000111095', 'ENSMUSP00000111096', 'ENSMUSP00000111098', 'ENSMUSP00000114187', 'ENSMUSP00000117862', 'ENSMUSP00000119584', 'ENSMUSP00000120299', 'ENSMUSP00000122664']"
17922,ENSMUSG00000019158,"['ENSMUSP00000019302', 'ENSMUSP00000147418']"
17923,ENSMUSG00000032735,"['ENSMUSP00000041243', 'ENSMUSP00000125836']"
17924,ENSMUSG00000021696,"['ENSMUSP00000022207', 'ENSMUSP00000152997']"
17925,ENSMUSG00000094120,ENSMUSP00000129915
17926,ENSMUSG00000031155,ENSMUSP00000033495
17927,ENSMUSG00000073177,ENSMUSP00000099097
17928,ENSMUSG00000015126,ENSMUSP00000068511
17929,ENSMUSG00000052818,"['ENSMUSP00000063431', 'ENSMUSP00000145260']"
17930,ENSMUSG00000079685,"['ENSMUSP00000128204', 'ENSMUSP00000136637', 'ENSMUSP00000151680']"
17931,ENSMUSG00000026730,"['ENSMUSP00000028063', 'ENSMUSP00000110444', 'ENSMUSP00000117009', 'ENSMUSP00000118645']"
17932,ENSMUSG00000020801,ENSMUSP00000021157
17933,ENSMUSG00000015812,"['ENSMUSP00000106724', 'ENSMUSP00000153071', 'ENSMUSP00000153349']"
17934,ENSMUSG00000049372,"['ENSMUSP00000099678', 'ENSMUSP00000151738', 'ENSMUSP00000154094']"
17935,ENSMUSG00000041846,"['ENSMUSP00000041667', 'ENSMUSP00000129654', 'ENSMUSP00000152417', 'ENSMUSP00000152738']"
17936,ENSMUSG00000059291,"['ENSMUSP00000099595', 'ENSMUSP00000121108']"
17937,ENSMUSG00000078735,"['ENSMUSP00000103641', 'ENSMUSP00000158819']"
17938,ENSMUSG00000103800,ENSMUSP00000142159
17939,ENSMUSG00000076862,ENSMUSP00000100451
17940,ENSMUSG00000046785,"['ENSMUSP00000052904', 'ENSMUSP00000120245']"
17941,ENSMUSG00000024926,"['ENSMUSP00000109271', 'ENSMUSP00000157522', 'ENSMUSP00000157766', 'ENSMUSP00000157904', 'ENSMUSP00000157995', 'ENSMUSP00000158181', 'ENSMUSP00000158391']"
17942,ENSMUSG00000066438,"['ENSMUSP00000119711', 'ENSMUSP00000121812']"
17943,ENSMUSG00000026072,"['ENSMUSP00000027241', 'ENSMUSP00000110443']"
17944,ENSMUSG00000046844,"['ENSMUSP00000053431', 'ENSMUSP00000116680']"
17945,ENSMUSG00000021929,ENSMUSP00000022496
17946,ENSMUSG00000079071,ENSMUSP00000106150
17947,ENSMUSG00000085007,ENSMUSP00000153318
17948,ENSMUSG00000090588,ENSMUSP00000130987
17949,ENSMUSG00000010376,"['ENSMUSP00000010520', 'ENSMUSP00000130492', 'ENSMUSP00000154561']"
17950,ENSMUSG00000029122,"['ENSMUSP00000031005', 'ENSMUSP00000109785', 'ENSMUSP00000109791', 'ENSMUSP00000114825', 'ENSMUSP00000120191']"
17951,ENSMUSG00000046438,ENSMUSP00000052456
17952,ENSMUSG00000062694,ENSMUSP00000074922
17953,ENSMUSG00000025436,"['ENSMUSP00000026504', 'ENSMUSP00000128382']"
17954,ENSMUSG00000026879,"['ENSMUSP00000028239', 'ENSMUSP00000118120', 'ENSMUSP00000144217', 'ENSMUSP00000144296', 'ENSMUSP00000144470', 'ENSMUSP00000144561']"
17955,ENSMUSG00000045824,"['ENSMUSP00000095815', 'ENSMUSP00000147694']"
17956,ENSMUSG00000021047,"['ENSMUSP00000021438', 'ENSMUSP00000151337', 'ENSMUSP00000151364']"
17957,ENSMUSG00000076438,ENSMUSP00000099708
17958,ENSMUSG00000063780,"['ENSMUSP00000075248', 'ENSMUSP00000145796', 'ENSMUSP00000149792', 'ENSMUSP00000151156']"
17959,ENSMUSG00000037706,"['ENSMUSP00000043768', 'ENSMUSP00000146533', 'ENSMUSP00000147255']"
17960,ENSMUSG00000032021,"['ENSMUSP00000034519', 'ENSMUSP00000137749', 'ENSMUSP00000137837', 'ENSMUSP00000139826']"
17961,ENSMUSG00000061845,ENSMUSP00000077259
17962,ENSMUSG00000044134,"['ENSMUSP00000062386', 'ENSMUSP00000143110', 'ENSMUSP00000143324']"
17963,ENSMUSG00000103092,ENSMUSP00000142293
17964,ENSMUSG00000067571,"['ENSMUSP00000085234', 'ENSMUSP00000115600', 'ENSMUSP00000117513']"
17965,ENSMUSG00000025217,"['ENSMUSP00000070728', 'ENSMUSP00000107567', 'ENSMUSP00000152926', 'ENSMUSP00000153119', 'ENSMUSP00000153427', 'ENSMUSP00000153562', 'ENSMUSP00000153661']"
17966,ENSMUSG00000045672,"['ENSMUSP00000043816', 'ENSMUSP00000139173', 'ENSMUSP00000139182']"
17967,ENSMUSG00000021715,"['ENSMUSP00000022228', 'ENSMUSP00000119076']"
17968,ENSMUSG00000006273,ENSMUSP00000006435
17969,ENSMUSG00000060032,"['ENSMUSP00000074142', 'ENSMUSP00000144974']"
17970,ENSMUSG00000062203,"['ENSMUSP00000078940', 'ENSMUSP00000130583', 'ENSMUSP00000130959']"
17971,ENSMUSG00000042389,"['ENSMUSP00000038211', 'ENSMUSP00000145431']"
17972,ENSMUSG00000079487,"['ENSMUSP00000085260', 'ENSMUSP00000085269', 'ENSMUSP00000112729', 'ENSMUSP00000112852']"
17973,ENSMUSG00000032251,"['ENSMUSP00000034783', 'ENSMUSP00000108871']"
17974,ENSMUSG00000037833,"['ENSMUSP00000064708', 'ENSMUSP00000093699']"
17975,ENSMUSG00000029233,"['ENSMUSP00000031143', 'ENSMUSP00000109134', 'ENSMUSP00000109135', 'ENSMUSP00000115297', 'ENSMUSP00000116801']"
17976,ENSMUSG00000031826,"['ENSMUSP00000104610', 'ENSMUSP00000104616', 'ENSMUSP00000123590', 'ENSMUSP00000134182']"
17977,ENSMUSG00000022353,"['ENSMUSP00000079239', 'ENSMUSP00000153850', 'ENSMUSP00000154064', 'ENSMUSP00000154093']"
17978,ENSMUSG00000020354,"['ENSMUSP00000076459', 'ENSMUSP00000104843']"
17979,ENSMUSG00000099611,"['ENSMUSP00000140924', 'ENSMUSP00000153757', 'ENSMUSP00000154722']"
17980,ENSMUSG00000095148,"['ENSMUSP00000136403', 'ENSMUSP00000140138']"
17981,ENSMUSG00000020695,"['ENSMUSP00000021038', 'ENSMUSP00000097909']"
17982,ENSMUSG00000028992,"['ENSMUSP00000030845', 'ENSMUSP00000101318', 'ENSMUSP00000113156', 'ENSMUSP00000116049']"
17983,ENSMUSG00000032482,"['ENSMUSP00000035058', 'ENSMUSP00000142845', 'ENSMUSP00000143005', 'ENSMUSP00000143164']"
17984,ENSMUSG00000051169,"['ENSMUSP00000059057', 'ENSMUSP00000108715', 'ENSMUSP00000114511', 'ENSMUSP00000115950', 'ENSMUSP00000120250', 'ENSMUSP00000120380']"
17985,ENSMUSG00000080316,"['ENSMUSP00000117377', 'ENSMUSP00000119658', 'ENSMUSP00000128732', 'ENSMUSP00000136307', 'ENSMUSP00000154088', 'ENSMUSP00000154630']"
17986,ENSMUSG00000021044,"['ENSMUSP00000098724', 'ENSMUSP00000127254', 'ENSMUSP00000152821']"
17987,ENSMUSG00000060673,ENSMUSP00000078984
17988,ENSMUSG00000037788,"['ENSMUSP00000109936', 'ENSMUSP00000115377', 'ENSMUSP00000144859', 'ENSMUSP00000144953', 'ENSMUSP00000145084']"
17989,ENSMUSG00000079111,ENSMUSP00000106359
17990,ENSMUSG00000036106,"['ENSMUSP00000066396', 'ENSMUSP00000127890']"
17991,ENSMUSG00000044454,"['ENSMUSP00000057469', 'ENSMUSP00000148667', 'ENSMUSP00000150378']"
17992,ENSMUSG00000075567,ENSMUSP00000098048
17993,ENSMUSG00000061974,ENSMUSP00000078584
17994,ENSMUSG00000063904,"['ENSMUSP00000025851', 'ENSMUSP00000157448', 'ENSMUSP00000157895', 'ENSMUSP00000158386', 'ENSMUSP00000158453']"
17995,ENSMUSG00000051674,"['ENSMUSP00000067616', 'ENSMUSP00000084427', 'ENSMUSP00000109187', 'ENSMUSP00000114637', 'ENSMUSP00000116294', 'ENSMUSP00000118710', 'ENSMUSP00000119983', 'ENSMUSP00000120055', 'ENSMUSP00000122689']"
17996,ENSMUSG00000024099,"['ENSMUSP00000024909', 'ENSMUSP00000115317', 'ENSMUSP00000121557', 'ENSMUSP00000137940']"
17997,ENSMUSG00000006333,"['ENSMUSP00000006496', 'ENSMUSP00000104263', 'ENSMUSP00000104264', 'ENSMUSP00000104265', 'ENSMUSP00000114894', 'ENSMUSP00000116623', 'ENSMUSP00000120736']"
17998,ENSMUSG00000033478,"['ENSMUSP00000048903', 'ENSMUSP00000157398']"
17999,ENSMUSG00000060279,"['ENSMUSP00000082519', 'ENSMUSP00000103489', 'ENSMUSP00000127497', 'ENSMUSP00000127842', 'ENSMUSP00000146338', 'ENSMUSP00000146398', 'ENSMUSP00000146814']"
18000,ENSMUSG00000033343,ENSMUSP00000046715
18001,ENSMUSG00000037843,ENSMUSP00000105149
18002,ENSMUSG00000063568,ENSMUSP00000074129
18003,ENSMUSG00000003477,ENSMUSP00000003569
18004,ENSMUSG00000027676,ENSMUSP00000029222
18005,ENSMUSG00000067971,"['ENSMUSP00000086263', 'ENSMUSP00000149462']"
18006,ENSMUSG00000050912,"['ENSMUSP00000051966', 'ENSMUSP00000117742', 'ENSMUSP00000120727']"
18007,ENSMUSG00000111711,ENSMUSP00000149509
18008,ENSMUSG00000022956,"['ENSMUSP00000023677', 'ENSMUSP00000118216', 'ENSMUSP00000156308', 'ENSMUSP00000156380']"
18009,ENSMUSG00000094930,ENSMUSP00000100184
18010,ENSMUSG00000043366,"['ENSMUSP00000058085', 'ENSMUSP00000133255', 'ENSMUSP00000149274']"
18011,ENSMUSG00000041538,"['ENSMUSP00000092985', 'ENSMUSP00000129657', 'ENSMUSP00000158326']"
18012,ENSMUSG00000078253,ENSMUSP00000100671
18013,ENSMUSG00000101026,"['ENSMUSP00000140350', 'ENSMUSP00000140804']"
18014,ENSMUSG00000019984,"['ENSMUSP00000020159', 'ENSMUSP00000090316', 'ENSMUSP00000134836', 'ENSMUSP00000134866', 'ENSMUSP00000135232', 'ENSMUSP00000135751']"
18015,ENSMUSG00000020740,"['ENSMUSP00000019135', 'ENSMUSP00000102117', 'ENSMUSP00000118024', 'ENSMUSP00000138597']"
18016,ENSMUSG00000048988,ENSMUSP00000053869
18017,ENSMUSG00000018211,"['ENSMUSP00000018355', 'ENSMUSP00000105001', 'ENSMUSP00000132507']"
18018,ENSMUSG00000026878,"['ENSMUSP00000028238', 'ENSMUSP00000155278', 'ENSMUSP00000155540']"
18019,ENSMUSG00000008036,"['ENSMUSP00000083281', 'ENSMUSP00000146095', 'ENSMUSP00000146195']"
18020,ENSMUSG00000050933,"['ENSMUSP00000056228', 'ENSMUSP00000157578', 'ENSMUSP00000157849']"
18021,ENSMUSG00000025731,"['ENSMUSP00000026827', 'ENSMUSP00000106086', 'ENSMUSP00000125990', 'ENSMUSP00000126198']"
18022,ENSMUSG00000096923,ENSMUSP00000137938
18023,ENSMUSG00000028709,"['ENSMUSP00000030477', 'ENSMUSP00000123611']"
18024,ENSMUSG00000068999,ENSMUSP00000135592
18025,ENSMUSG00000054519,ENSMUSP00000050746
18026,ENSMUSG00000007476,"['ENSMUSP00000092690', 'ENSMUSP00000109284']"
18027,ENSMUSG00000019889,"['ENSMUSP00000126279', 'ENSMUSP00000151294', 'ENSMUSP00000151493', 'ENSMUSP00000151866', 'ENSMUSP00000151986']"
18028,ENSMUSG00000099420,ENSMUSP00000136472
18029,ENSMUSG00000030538,"['ENSMUSP00000070901', 'ENSMUSP00000071401', 'ENSMUSP00000118926', 'ENSMUSP00000145564', 'ENSMUSP00000145961', 'ENSMUSP00000146153']"
18030,ENSMUSG00000058806,"['ENSMUSP00000101092', 'ENSMUSP00000101093', 'ENSMUSP00000101094', 'ENSMUSP00000117248', 'ENSMUSP00000159227']"
18031,ENSMUSG00000028973,"['ENSMUSP00000072826', 'ENSMUSP00000110729', 'ENSMUSP00000114767', 'ENSMUSP00000119791', 'ENSMUSP00000143193']"
18032,ENSMUSG00000047678,ENSMUSP00000062535
18033,ENSMUSG00000044205,"['ENSMUSP00000083206', 'ENSMUSP00000148541']"
18034,ENSMUSG00000048915,"['ENSMUSP00000076115', 'ENSMUSP00000077883']"
