,genes,proteins
18035,ENSMUSG00000003206,ENSMUSP00000003274
18036,ENSMUSG00000070619,ENSMUSP00000092103
18037,ENSMUSG00000029860,"['ENSMUSP00000070427', 'ENSMUSP00000126622', 'ENSMUSP00000144863', 'ENSMUSP00000145052', 'ENSMUSP00000145189', 'ENSMUSP00000145236', 'ENSMUSP00000145451']"
18038,ENSMUSG00000029603,ENSMUSP00000031607
18039,ENSMUSG00000116184,ENSMUSP00000076071
18040,ENSMUSG00000009035,"['ENSMUSP00000074518', 'ENSMUSP00000136416', 'ENSMUSP00000154053', 'ENSMUSP00000154210', 'ENSMUSP00000155214', 'ENSMUSP00000155585']"
18041,ENSMUSG00000056782,"['ENSMUSP00000100470', 'ENSMUSP00000150340']"
18042,ENSMUSG00000070877,ENSMUSP00000092521
18043,ENSMUSG00000076531,ENSMUSP00000100133
18044,ENSMUSG00000040489,ENSMUSP00000037519
18045,ENSMUSG00000028932,"['ENSMUSP00000030769', 'ENSMUSP00000159299']"
18046,ENSMUSG00000029235,"['ENSMUSP00000031145', 'ENSMUSP00000113699']"
18047,ENSMUSG00000020056,"['ENSMUSP00000020248', 'ENSMUSP00000132246', 'ENSMUSP00000138261', 'ENSMUSP00000138310', 'ENSMUSP00000138540']"
18048,ENSMUSG00000033453,"['ENSMUSP00000067022', 'ENSMUSP00000150677']"
18049,ENSMUSG00000091376,ENSMUSP00000129444
18050,ENSMUSG00000074268,ENSMUSP00000096270
18051,ENSMUSG00000025484,"['ENSMUSP00000026557', 'ENSMUSP00000147264', 'ENSMUSP00000147377', 'ENSMUSP00000147378', 'ENSMUSP00000147777', 'ENSMUSP00000147913']"
18052,ENSMUSG00000036931,"['ENSMUSP00000042317', 'ENSMUSP00000103810', 'ENSMUSP00000103811']"
18053,ENSMUSG00000019891,"['ENSMUSP00000068203', 'ENSMUSP00000151265']"
18054,ENSMUSG00000006931,"['ENSMUSP00000065278', 'ENSMUSP00000135217']"
18055,ENSMUSG00000028779,"['ENSMUSP00000030563', 'ENSMUSP00000112638']"
18056,ENSMUSG00000015970,"['ENSMUSP00000065542', 'ENSMUSP00000112916']"
18057,ENSMUSG00000070368,"['ENSMUSP00000060617', 'ENSMUSP00000143197']"
18058,ENSMUSG00000026032,ENSMUSP00000027193
18059,ENSMUSG00000041124,"['ENSMUSP00000038267', 'ENSMUSP00000148805']"
18060,ENSMUSG00000046201,"['ENSMUSP00000076024', 'ENSMUSP00000156084']"
18061,ENSMUSG00000034391,"['ENSMUSP00000045925', 'ENSMUSP00000152915', 'ENSMUSP00000153105', 'ENSMUSP00000153473', 'ENSMUSP00000158102']"
18062,ENSMUSG00000021790,"['ENSMUSP00000022315', 'ENSMUSP00000124785', 'ENSMUSP00000139412']"
18063,ENSMUSG00000053716,"['ENSMUSP00000126984', 'ENSMUSP00000133511']"
18064,ENSMUSG00000004328,"['ENSMUSP00000048248', 'ENSMUSP00000104132', 'ENSMUSP00000117728', 'ENSMUSP00000146258']"
18065,ENSMUSG00000054206,ENSMUSP00000020549
18066,ENSMUSG00000049285,ENSMUSP00000052869
18067,ENSMUSG00000031303,ENSMUSP00000033665
18068,ENSMUSG00000069805,"['ENSMUSP00000090564', 'ENSMUSP00000115703', 'ENSMUSP00000117146']"
18069,ENSMUSG00000041592,"['ENSMUSP00000038972', 'ENSMUSP00000116872']"
18070,ENSMUSG00000023000,"['ENSMUSP00000023737', 'ENSMUSP00000155712']"
18071,ENSMUSG00000040966,"['ENSMUSP00000041186', 'ENSMUSP00000156710']"
18072,ENSMUSG00000029406,"['ENSMUSP00000083292', 'ENSMUSP00000124111', 'ENSMUSP00000124292', 'ENSMUSP00000124740', 'ENSMUSP00000125073', 'ENSMUSP00000143269']"
18073,ENSMUSG00000017446,"['ENSMUSP00000017590', 'ENSMUSP00000101893', 'ENSMUSP00000117467', 'ENSMUSP00000122759']"
18074,ENSMUSG00000079012,"['ENSMUSP00000098639', 'ENSMUSP00000130979']"
18075,ENSMUSG00000068391,"['ENSMUSP00000087197', 'ENSMUSP00000120833']"
18076,ENSMUSG00000027939,"['ENSMUSP00000029548', 'ENSMUSP00000143368']"
18077,ENSMUSG00000096695,"['ENSMUSP00000076285', 'ENSMUSP00000145684']"
18078,ENSMUSG00000062980,"['ENSMUSP00000111040', 'ENSMUSP00000111041', 'ENSMUSP00000119808', 'ENSMUSP00000138562']"
18079,ENSMUSG00000027845,"['ENSMUSP00000029435', 'ENSMUSP00000067695', 'ENSMUSP00000102445', 'ENSMUSP00000102447', 'ENSMUSP00000121063', 'ENSMUSP00000143067']"
18080,ENSMUSG00000072980,ENSMUSP00000115219
18081,ENSMUSG00000046518,ENSMUSP00000058994
18082,ENSMUSG00000016524,"['ENSMUSP00000016668', 'ENSMUSP00000108084', 'ENSMUSP00000139406', 'ENSMUSP00000141175']"
18083,ENSMUSG00000043308,"['ENSMUSP00000051510', 'ENSMUSP00000154079', 'ENSMUSP00000154144', 'ENSMUSP00000154156', 'ENSMUSP00000154540', 'ENSMUSP00000154577', 'ENSMUSP00000154800']"
18084,ENSMUSG00000102308,ENSMUSP00000141296
18085,ENSMUSG00000070327,"['ENSMUSP00000091429', 'ENSMUSP00000115063', 'ENSMUSP00000130027']"
18086,ENSMUSG00000039195,"['ENSMUSP00000038970', 'ENSMUSP00000142021']"
18087,ENSMUSG00000094156,"['ENSMUSP00000104164', 'ENSMUSP00000147343', 'ENSMUSP00000147494', 'ENSMUSP00000147959']"
18088,ENSMUSG00000046982,"['ENSMUSP00000089388', 'ENSMUSP00000157454']"
18089,ENSMUSG00000043885,"['ENSMUSP00000057355', 'ENSMUSP00000111251', 'ENSMUSP00000149875']"
18090,ENSMUSG00000034918,ENSMUSP00000043596
18091,ENSMUSG00000029049,"['ENSMUSP00000030915', 'ENSMUSP00000116690', 'ENSMUSP00000116794', 'ENSMUSP00000123207']"
18092,ENSMUSG00000000489,"['ENSMUSP00000000500', 'ENSMUSP00000154843', 'ENSMUSP00000155133']"
18093,ENSMUSG00000040536,"['ENSMUSP00000038165', 'ENSMUSP00000103908']"
18094,ENSMUSG00000020644,"['ENSMUSP00000020974', 'ENSMUSP00000152052', 'ENSMUSP00000152069']"
18095,ENSMUSG00000051177,"['ENSMUSP00000064844', 'ENSMUSP00000105743', 'ENSMUSP00000118756', 'ENSMUSP00000144399']"
18096,ENSMUSG00000074996,"['ENSMUSP00000097249', 'ENSMUSP00000150643']"
18097,ENSMUSG00000020534,"['ENSMUSP00000018744', 'ENSMUSP00000134269', 'ENSMUSP00000134318', 'ENSMUSP00000134703']"
18098,ENSMUSG00000057381,ENSMUSP00000071615
18099,ENSMUSG00000042845,ENSMUSP00000050836
18100,ENSMUSG00000006519,"['ENSMUSP00000017604', 'ENSMUSP00000148320']"
18101,ENSMUSG00000087198,"['ENSMUSP00000154867', 'ENSMUSP00000155262']"
18102,ENSMUSG00000002803,"['ENSMUSP00000002880', 'ENSMUSP00000127286', 'ENSMUSP00000152193', 'ENSMUSP00000152335', 'ENSMUSP00000152389', 'ENSMUSP00000152636', 'ENSMUSP00000152748', 'ENSMUSP00000152889']"
18103,ENSMUSG00000066406,"['ENSMUSP00000129784', 'ENSMUSP00000146401', 'ENSMUSP00000146503', 'ENSMUSP00000146779', 'ENSMUSP00000146990', 'ENSMUSP00000147237', 'ENSMUSP00000159238']"
18104,ENSMUSG00000049098,"['ENSMUSP00000051933', 'ENSMUSP00000149480']"
18105,ENSMUSG00000023443,"['ENSMUSP00000074262', 'ENSMUSP00000108689', 'ENSMUSP00000133711']"
18106,ENSMUSG00000020307,"['ENSMUSP00000020550', 'ENSMUSP00000128806', 'ENSMUSP00000151763', 'ENSMUSP00000151790', 'ENSMUSP00000151798', 'ENSMUSP00000151880', 'ENSMUSP00000151998', 'ENSMUSP00000152000']"
18107,ENSMUSG00000061457,ENSMUSP00000072865
18108,ENSMUSG00000029836,"['ENSMUSP00000031862', 'ENSMUSP00000110088', 'ENSMUSP00000110089', 'ENSMUSP00000110091', 'ENSMUSP00000121370']"
18109,ENSMUSG00000028362,ENSMUSP00000030047
18110,ENSMUSG00000074582,"['ENSMUSP00000096677', 'ENSMUSP00000131572']"
18111,ENSMUSG00000038116,"['ENSMUSP00000043138', 'ENSMUSP00000119756']"
18112,ENSMUSG00000050463,ENSMUSP00000126197
18113,ENSMUSG00000003929,"['ENSMUSP00000050728', 'ENSMUSP00000157178', 'ENSMUSP00000157222']"
18114,ENSMUSG00000084786,"['ENSMUSP00000123843', 'ENSMUSP00000123971', 'ENSMUSP00000124405', 'ENSMUSP00000124506', 'ENSMUSP00000124672', 'ENSMUSP00000124812', 'ENSMUSP00000125364', 'ENSMUSP00000125540']"
18115,ENSMUSG00000049217,"['ENSMUSP00000054710', 'ENSMUSP00000151054']"
18116,ENSMUSG00000035597,"['ENSMUSP00000112953', 'ENSMUSP00000114713', 'ENSMUSP00000152508', 'ENSMUSP00000152756']"
18117,ENSMUSG00000024780,"['ENSMUSP00000060421', 'ENSMUSP00000152901', 'ENSMUSP00000152985', 'ENSMUSP00000153067', 'ENSMUSP00000153192', 'ENSMUSP00000153292', 'ENSMUSP00000153415', 'ENSMUSP00000153424']"
18118,ENSMUSG00000085795,"['ENSMUSP00000128757', 'ENSMUSP00000132801', 'ENSMUSP00000148203', 'ENSMUSP00000148264']"
18119,ENSMUSG00000053483,"['ENSMUSP00000064002', 'ENSMUSP00000106936', 'ENSMUSP00000120161', 'ENSMUSP00000133362']"
18120,ENSMUSG00000044164,"['ENSMUSP00000062005', 'ENSMUSP00000125601']"
18121,ENSMUSG00000031383,ENSMUSP00000019701
18122,ENSMUSG00000068885,ENSMUSP00000088375
18123,ENSMUSG00000035401,"['ENSMUSP00000038216', 'ENSMUSP00000145640', 'ENSMUSP00000145662', 'ENSMUSP00000145858', 'ENSMUSP00000146011', 'ENSMUSP00000146056', 'ENSMUSP00000146150', 'ENSMUSP00000146262']"
18124,ENSMUSG00000004633,"['ENSMUSP00000035908', 'ENSMUSP00000066078', 'ENSMUSP00000110043', 'ENSMUSP00000110044', 'ENSMUSP00000114476', 'ENSMUSP00000118990', 'ENSMUSP00000144983', 'ENSMUSP00000145008', 'ENSMUSP00000145072', 'ENSMUSP00000145231', 'ENSMUSP00000145314', 'ENSMUSP00000145507']"
18125,ENSMUSG00000022711,"['ENSMUSP00000023396', 'ENSMUSP00000155554']"
18126,ENSMUSG00000030981,"['ENSMUSP00000033278', 'ENSMUSP00000113853']"
18127,ENSMUSG00000072930,ENSMUSP00000108416
18128,ENSMUSG00000003226,ENSMUSP00000003310
18129,ENSMUSG00000020715,"['ENSMUSP00000001059', 'ENSMUSP00000102411', 'ENSMUSP00000102412', 'ENSMUSP00000102413']"
18130,ENSMUSG00000089717,ENSMUSP00000092700
18131,ENSMUSG00000040390,"['ENSMUSP00000037725', 'ENSMUSP00000103978', 'ENSMUSP00000146275']"
18132,ENSMUSG00000040537,"['ENSMUSP00000049120', 'ENSMUSP00000055000', 'ENSMUSP00000086122', 'ENSMUSP00000086139', 'ENSMUSP00000111043', 'ENSMUSP00000111044', 'ENSMUSP00000111046', 'ENSMUSP00000115775', 'ENSMUSP00000116422', 'ENSMUSP00000116736', 'ENSMUSP00000118571', 'ENSMUSP00000119409', 'ENSMUSP00000120995', 'ENSMUSP00000121156', 'ENSMUSP00000122426', 'ENSMUSP00000122652', 'ENSMUSP00000122758', 'ENSMUSP00000123196', 'ENSMUSP00000138353', 'ENSMUSP00000142580', 'ENSMUSP00000143097']"
18133,ENSMUSG00000021095,ENSMUSP00000021513
18134,ENSMUSG00000062006,"['ENSMUSP00000078092', 'ENSMUSP00000086614', 'ENSMUSP00000142486', 'ENSMUSP00000142951', 'ENSMUSP00000143752']"
18135,ENSMUSG00000074003,"['ENSMUSP00000095875', 'ENSMUSP00000145913', 'ENSMUSP00000146093']"
18136,ENSMUSG00000038696,"['ENSMUSP00000108748', 'ENSMUSP00000108749', 'ENSMUSP00000108751', 'ENSMUSP00000116494', 'ENSMUSP00000123301', 'ENSMUSP00000141308', 'ENSMUSP00000141407', 'ENSMUSP00000142280']"
18137,ENSMUSG00000039929,ENSMUSP00000114717
18138,ENSMUSG00000060918,"['ENSMUSP00000075832', 'ENSMUSP00000151005']"
18139,ENSMUSG00000000326,"['ENSMUSP00000000335', 'ENSMUSP00000111272', 'ENSMUSP00000121810', 'ENSMUSP00000130077']"
18140,ENSMUSG00000034675,"['ENSMUSP00000021950', 'ENSMUSP00000105547', 'ENSMUSP00000105549', 'ENSMUSP00000122574']"
18141,ENSMUSG00000063507,"['ENSMUSP00000080268', 'ENSMUSP00000105568']"
18142,ENSMUSG00000032437,ENSMUSP00000035010
18143,ENSMUSG00000063410,ENSMUSP00000078746
18144,ENSMUSG00000029148,"['ENSMUSP00000031034', 'ENSMUSP00000143872', 'ENSMUSP00000143899', 'ENSMUSP00000144292', 'ENSMUSP00000144415']"
18145,ENSMUSG00000096679,ENSMUSP00000150971
18146,ENSMUSG00000051811,"['ENSMUSP00000064988', 'ENSMUSP00000138288', 'ENSMUSP00000138708', 'ENSMUSP00000138709', 'ENSMUSP00000138744', 'ENSMUSP00000138765', 'ENSMUSP00000138911', 'ENSMUSP00000139239']"
18147,ENSMUSG00000067206,"['ENSMUSP00000084423', 'ENSMUSP00000120280']"
18148,ENSMUSG00000093803,"['ENSMUSP00000137530', 'ENSMUSP00000139691', 'ENSMUSP00000140113', 'ENSMUSP00000140915', 'ENSMUSP00000149673', 'ENSMUSP00000150071', 'ENSMUSP00000159447']"
18149,ENSMUSG00000032540,"['ENSMUSP00000107123', 'ENSMUSP00000122274', 'ENSMUSP00000122939', 'ENSMUSP00000135538', 'ENSMUSP00000135807']"
18150,ENSMUSG00000037784,"['ENSMUSP00000077475', 'ENSMUSP00000108505', 'ENSMUSP00000108506', 'ENSMUSP00000108507', 'ENSMUSP00000116647']"
18151,ENSMUSG00000033174,"['ENSMUSP00000086872', 'ENSMUSP00000109211', 'ENSMUSP00000109212', 'ENSMUSP00000109215', 'ENSMUSP00000127374', 'ENSMUSP00000144883', 'ENSMUSP00000145068', 'ENSMUSP00000145364']"
18152,ENSMUSG00000025184,"['ENSMUSP00000026188', 'ENSMUSP00000124036', 'ENSMUSP00000125554']"
18153,ENSMUSG00000040481,"['ENSMUSP00000052303', 'ENSMUSP00000102373', 'ENSMUSP00000102374', 'ENSMUSP00000118875', 'ENSMUSP00000122575', 'ENSMUSP00000146600']"
18154,ENSMUSG00000061306,"['ENSMUSP00000048675', 'ENSMUSP00000057615', 'ENSMUSP00000075989', 'ENSMUSP00000099307', 'ENSMUSP00000136719']"
18155,ENSMUSG00000074634,"['ENSMUSP00000096751', 'ENSMUSP00000135685', 'ENSMUSP00000137012', 'ENSMUSP00000153654']"
18156,ENSMUSG00000078668,ENSMUSP00000103064
18157,ENSMUSG00000035383,ENSMUSP00000044352
18158,ENSMUSG00000026766,"['ENSMUSP00000099830', 'ENSMUSP00000115961', 'ENSMUSP00000122804']"
18159,ENSMUSG00000052921,"['ENSMUSP00000067684', 'ENSMUSP00000104311']"
18160,ENSMUSG00000118506,ENSMUSP00000158884
18161,ENSMUSG00000049028,"['ENSMUSP00000054778', 'ENSMUSP00000075135', 'ENSMUSP00000153816']"
18162,ENSMUSG00000026385,"['ENSMUSP00000027634', 'ENSMUSP00000108267', 'ENSMUSP00000114705', 'ENSMUSP00000138014']"
18163,ENSMUSG00000038122,ENSMUSP00000097328
18164,ENSMUSG00000063108,"['ENSMUSP00000123960', 'ENSMUSP00000124075']"
18165,ENSMUSG00000033792,"['ENSMUSP00000058840', 'ENSMUSP00000109186']"
18166,ENSMUSG00000013367,"['ENSMUSP00000103608', 'ENSMUSP00000145830']"
18167,ENSMUSG00000049184,"['ENSMUSP00000065002', 'ENSMUSP00000077205']"
18168,ENSMUSG00000022300,ENSMUSP00000022909
18169,ENSMUSG00000041872,"['ENSMUSP00000046960', 'ENSMUSP00000140122']"
18170,ENSMUSG00000003352,"['ENSMUSP00000003442', 'ENSMUSP00000104778', 'ENSMUSP00000155514']"
18171,ENSMUSG00000030617,"['ENSMUSP00000047758', 'ENSMUSP00000102838', 'ENSMUSP00000102839']"
18172,ENSMUSG00000021144,"['ENSMUSP00000009099', 'ENSMUSP00000064338', 'ENSMUSP00000105345', 'ENSMUSP00000105348', 'ENSMUSP00000105349']"
18173,ENSMUSG00000006538,ENSMUSP00000128056
18174,ENSMUSG00000055319,"['ENSMUSP00000035610', 'ENSMUSP00000145816', 'ENSMUSP00000145911']"
18175,ENSMUSG00000024979,"['ENSMUSP00000025936', 'ENSMUSP00000113805', 'ENSMUSP00000117645', 'ENSMUSP00000121767']"
18176,ENSMUSG00000034460,"['ENSMUSP00000036150', 'ENSMUSP00000135699']"
18177,ENSMUSG00000031762,"['ENSMUSP00000034214', 'ENSMUSP00000148308']"
18178,ENSMUSG00000028271,ENSMUSP00000029938
18179,ENSMUSG00000059397,"['ENSMUSP00000072016', 'ENSMUSP00000148863', 'ENSMUSP00000150809']"
18180,ENSMUSG00000041165,ENSMUSP00000037500
18181,ENSMUSG00000091528,"['ENSMUSP00000129068', 'ENSMUSP00000134441']"
18182,ENSMUSG00000042133,"['ENSMUSP00000045945', 'ENSMUSP00000088370', 'ENSMUSP00000114570']"
18183,ENSMUSG00000024283,"['ENSMUSP00000074454', 'ENSMUSP00000089746', 'ENSMUSP00000125989', 'ENSMUSP00000126815', 'ENSMUSP00000127434', 'ENSMUSP00000127848', 'ENSMUSP00000128060', 'ENSMUSP00000128321', 'ENSMUSP00000131032', 'ENSMUSP00000131141', 'ENSMUSP00000131750', 'ENSMUSP00000132117', 'ENSMUSP00000132532', 'ENSMUSP00000133185']"
18184,ENSMUSG00000042015,"['ENSMUSP00000055145', 'ENSMUSP00000124033', 'ENSMUSP00000129595', 'ENSMUSP00000138501', 'ENSMUSP00000138543', 'ENSMUSP00000152667']"
18185,ENSMUSG00000047379,"['ENSMUSP00000062016', 'ENSMUSP00000157645']"
18186,ENSMUSG00000027998,"['ENSMUSP00000029628', 'ENSMUSP00000113614', 'ENSMUSP00000114968']"
18187,ENSMUSG00000058717,"['ENSMUSP00000080361', 'ENSMUSP00000145595']"
18188,ENSMUSG00000035246,"['ENSMUSP00000044280', 'ENSMUSP00000109566']"
18189,ENSMUSG00000024164,"['ENSMUSP00000024988', 'ENSMUSP00000135560', 'ENSMUSP00000135663']"
18190,ENSMUSG00000024507,ENSMUSP00000025385
18191,ENSMUSG00000027547,"['ENSMUSP00000029061', 'ENSMUSP00000074556', 'ENSMUSP00000099363', 'ENSMUSP00000115646', 'ENSMUSP00000119628']"
18192,ENSMUSG00000022126,ENSMUSP00000022722
18193,ENSMUSG00000034282,ENSMUSP00000037850
18194,ENSMUSG00000023791,"['ENSMUSP00000093819', 'ENSMUSP00000114854', 'ENSMUSP00000118256', 'ENSMUSP00000119754', 'ENSMUSP00000120272', 'ENSMUSP00000121801', 'ENSMUSP00000122511', 'ENSMUSP00000141122', 'ENSMUSP00000156144']"
18195,ENSMUSG00000019230,"['ENSMUSP00000019374', 'ENSMUSP00000036480', 'ENSMUSP00000091198', 'ENSMUSP00000107657', 'ENSMUSP00000107661', 'ENSMUSP00000142268']"
18196,ENSMUSG00000074817,ENSMUSP00000100595
18197,ENSMUSG00000022991,ENSMUSP00000023726
18198,ENSMUSG00000030094,"['ENSMUSP00000032182', 'ENSMUSP00000145683', 'ENSMUSP00000145777']"
18199,ENSMUSG00000054753,"['ENSMUSP00000126800', 'ENSMUSP00000144796']"
18200,ENSMUSG00000021037,"['ENSMUSP00000021425', 'ENSMUSP00000152471']"
18201,ENSMUSG00000027748,"['ENSMUSP00000029311', 'ENSMUSP00000142921', 'ENSMUSP00000143593']"
18202,ENSMUSG00000016150,"['ENSMUSP00000016294', 'ENSMUSP00000110710', 'ENSMUSP00000110711']"
18203,ENSMUSG00000073802,ENSMUSP00000095595
18204,ENSMUSG00000095528,ENSMUSP00000159544
18205,ENSMUSG00000041390,"['ENSMUSP00000099186', 'ENSMUSP00000113050', 'ENSMUSP00000117664', 'ENSMUSP00000139704', 'ENSMUSP00000140208', 'ENSMUSP00000140641', 'ENSMUSP00000140800']"
18206,ENSMUSG00000092008,"['ENSMUSP00000132832', 'ENSMUSP00000157553']"
18207,ENSMUSG00000031880,"['ENSMUSP00000034351', 'ENSMUSP00000148494']"
18208,ENSMUSG00000055108,ENSMUSP00000062790
18209,ENSMUSG00000023004,ENSMUSP00000076777
18210,ENSMUSG00000095900,ENSMUSP00000142165
18211,ENSMUSG00000053508,"['ENSMUSP00000068158', 'ENSMUSP00000154981']"
18212,ENSMUSG00000039760,ENSMUSP00000042642
18213,ENSMUSG00000033044,ENSMUSP00000130924
18214,ENSMUSG00000049521,ENSMUSP00000060930
18215,ENSMUSG00000076674,ENSMUSP00000100264
18216,ENSMUSG00000048489,"['ENSMUSP00000070203', 'ENSMUSP00000136165', 'ENSMUSP00000145125']"
18217,ENSMUSG00000059586,"['ENSMUSP00000078641', 'ENSMUSP00000128893', 'ENSMUSP00000154811']"
18218,ENSMUSG00000034275,"['ENSMUSP00000110902', 'ENSMUSP00000149356']"
18219,ENSMUSG00000095794,ENSMUSP00000100192
18220,ENSMUSG00000070645,"['ENSMUSP00000092135', 'ENSMUSP00000107906']"
18221,ENSMUSG00000046603,"['ENSMUSP00000049759', 'ENSMUSP00000120948']"
18222,ENSMUSG00000030598,"['ENSMUSP00000032818', 'ENSMUSP00000103913', 'ENSMUSP00000103914', 'ENSMUSP00000130422']"
18223,ENSMUSG00000001248,"['ENSMUSP00000001280', 'ENSMUSP00000082778', 'ENSMUSP00000139681', 'ENSMUSP00000139709', 'ENSMUSP00000140195', 'ENSMUSP00000140674', 'ENSMUSP00000144034', 'ENSMUSP00000146045', 'ENSMUSP00000146147', 'ENSMUSP00000152547']"
18224,ENSMUSG00000009614,"['ENSMUSP00000099950', 'ENSMUSP00000119866', 'ENSMUSP00000120170', 'ENSMUSP00000120478']"
18225,ENSMUSG00000038582,"['ENSMUSP00000051838', 'ENSMUSP00000113194']"
18226,ENSMUSG00000030814,"['ENSMUSP00000057937', 'ENSMUSP00000101889', 'ENSMUSP00000145706', 'ENSMUSP00000145743', 'ENSMUSP00000145788', 'ENSMUSP00000146168']"
18227,ENSMUSG00000076939,ENSMUSP00000100465
18228,ENSMUSG00000033054,ENSMUSP00000048709
18229,ENSMUSG00000042766,"['ENSMUSP00000036053', 'ENSMUSP00000088442', 'ENSMUSP00000103088', 'ENSMUSP00000119270', 'ENSMUSP00000123533']"
18230,ENSMUSG00000021624,"['ENSMUSP00000022124', 'ENSMUSP00000127880', 'ENSMUSP00000129096', 'ENSMUSP00000131402', 'ENSMUSP00000133015']"
18231,ENSMUSG00000030087,"['ENSMUSP00000032174', 'ENSMUSP00000109158', 'ENSMUSP00000144808', 'ENSMUSP00000144962', 'ENSMUSP00000145043']"
18232,ENSMUSG00000055679,ENSMUSP00000021889
18233,ENSMUSG00000047022,"['ENSMUSP00000117005', 'ENSMUSP00000119636', 'ENSMUSP00000119918', 'ENSMUSP00000121617']"
18234,ENSMUSG00000094592,ENSMUSP00000108184
18235,ENSMUSG00000062115,"['ENSMUSP00000070896', 'ENSMUSP00000088315', 'ENSMUSP00000099749', 'ENSMUSP00000118543', 'ENSMUSP00000126183']"
18236,ENSMUSG00000017188,"['ENSMUSP00000017332', 'ENSMUSP00000130367']"
18237,ENSMUSG00000020719,"['ENSMUSP00000021062', 'ENSMUSP00000116859', 'ENSMUSP00000121733', 'ENSMUSP00000138184', 'ENSMUSP00000138237']"
18238,ENSMUSG00000039691,ENSMUSP00000041883
18239,ENSMUSG00000044600,"['ENSMUSP00000059943', 'ENSMUSP00000127441']"
18240,ENSMUSG00000076861,"['ENSMUSP00000100450', 'ENSMUSP00000140810']"
18241,ENSMUSG00000046159,"['ENSMUSP00000055579', 'ENSMUSP00000140131']"
18242,ENSMUSG00000007833,"['ENSMUSP00000103445', 'ENSMUSP00000147268', 'ENSMUSP00000147622', 'ENSMUSP00000147810', 'ENSMUSP00000148006', 'ENSMUSP00000148069']"
18243,ENSMUSG00000042686,"['ENSMUSP00000039072', 'ENSMUSP00000140705']"
18244,ENSMUSG00000096672,ENSMUSP00000100315
18245,ENSMUSG00000029478,"['ENSMUSP00000055954', 'ENSMUSP00000083250', 'ENSMUSP00000107024', 'ENSMUSP00000107025', 'ENSMUSP00000107029', 'ENSMUSP00000107033', 'ENSMUSP00000115776', 'ENSMUSP00000117098', 'ENSMUSP00000117813', 'ENSMUSP00000121588', 'ENSMUSP00000142725', 'ENSMUSP00000142862']"
18246,ENSMUSG00000089996,"['ENSMUSP00000063549', 'ENSMUSP00000137225']"
18247,ENSMUSG00000029436,ENSMUSP00000031390
18248,ENSMUSG00000026361,"['ENSMUSP00000018337', 'ENSMUSP00000139872']"
18249,ENSMUSG00000024695,ENSMUSP00000037971
18250,ENSMUSG00000079013,ENSMUSP00000105583
18251,ENSMUSG00000046913,"['ENSMUSP00000049885', 'ENSMUSP00000146874']"
18252,ENSMUSG00000041536,"['ENSMUSP00000021496', 'ENSMUSP00000105591', 'ENSMUSP00000140024']"
18253,ENSMUSG00000040502,ENSMUSP00000041581
18254,ENSMUSG00000034467,"['ENSMUSP00000077301', 'ENSMUSP00000148749']"
18255,ENSMUSG00000025794,"['ENSMUSP00000131489', 'ENSMUSP00000150756']"
18256,ENSMUSG00000019845,"['ENSMUSP00000019991', 'ENSMUSP00000150602']"
18257,ENSMUSG00000003546,"['ENSMUSP00000003642', 'ENSMUSP00000156564']"
18258,ENSMUSG00000094197,ENSMUSP00000055931
18259,ENSMUSG00000031021,"['ENSMUSP00000033333', 'ENSMUSP00000113175', 'ENSMUSP00000121220']"
18260,ENSMUSG00000030041,"['ENSMUSP00000109613', 'ENSMUSP00000144948']"
18261,ENSMUSG00000000126,"['ENSMUSP00000000128', 'ENSMUSP00000104411']"
18262,ENSMUSG00000070817,"['ENSMUSP00000092424', 'ENSMUSP00000148178', 'ENSMUSP00000157899']"
18263,ENSMUSG00000042092,ENSMUSP00000045573
18264,ENSMUSG00000075289,"['ENSMUSP00000131624', 'ENSMUSP00000158521']"
18265,ENSMUSG00000039615,"['ENSMUSP00000040431', 'ENSMUSP00000157919', 'ENSMUSP00000158435', 'ENSMUSP00000158532']"
18266,ENSMUSG00000061367,"['ENSMUSP00000077948', 'ENSMUSP00000151108']"
18267,ENSMUSG00000042801,"['ENSMUSP00000059078', 'ENSMUSP00000149008', 'ENSMUSP00000149352']"
18268,ENSMUSG00000055053,"['ENSMUSP00000020461', 'ENSMUSP00000077317', 'ENSMUSP00000100958', 'ENSMUSP00000113046', 'ENSMUSP00000114469', 'ENSMUSP00000152790']"
18269,ENSMUSG00000022562,"['ENSMUSP00000023222', 'ENSMUSP00000127955', 'ENSMUSP00000129100', 'ENSMUSP00000131967', 'ENSMUSP00000148028']"
18270,ENSMUSG00000068246,"['ENSMUSP00000105397', 'ENSMUSP00000154979', 'ENSMUSP00000155167', 'ENSMUSP00000155314']"
18271,ENSMUSG00000031471,ENSMUSP00000033854
18272,ENSMUSG00000001034,"['ENSMUSP00000078087', 'ENSMUSP00000098646', 'ENSMUSP00000104354', 'ENSMUSP00000116084']"
18273,ENSMUSG00000027973,"['ENSMUSP00000029598', 'ENSMUSP00000143323']"
18274,ENSMUSG00000063651,"['ENSMUSP00000075625', 'ENSMUSP00000130957']"
18275,ENSMUSG00000047514,ENSMUSP00000063051
18276,ENSMUSG00000028591,"['ENSMUSP00000030326', 'ENSMUSP00000119614']"
18277,ENSMUSG00000034931,"['ENSMUSP00000037251', 'ENSMUSP00000119430']"
